#N 	Name 	S[cm] 	L[cm] 	B[kG] 	G[kG/cm]   S[kG/cm/cm] 	Tilt[deg] 	Tilt_out 	BendAng[deg]
97 	D10006 	3736.59 	25  
98 	R158 	3786.59 	50   D_E[MeV]=3.6875  E_out[MeV]=240.489
99 	D10013 	3851.95 	65.356  
100 	ITV1L06 	3851.95 	0   	0 	0 	0 	0
101 	D10001 	3863.89 	11.938  
102 	MAT1L06H 	3863.89 	1e-006 	0 	0 	0 	0
103 	D10012 	3905.24 	41.351  
104 	IPM1L06 	3905.24 	0   	0 	0 	0 	0
105 	D10009 	3905.5 	0.265  
106 	MQSnl 	3912.5 	7 	0 	0 	0 	0
107 	D10010 	3922.5 	10  
108 	MQB1L06 	3937.5 	15 	0 	0.0972005 	0 	0
109 	D10005 	4048.41 	110.91  
110 	R161 	4098.41 	50   D_E[MeV]=3.6875  E_out[MeV]=244.177
111 	D10006 	4123.41 	25  
112 	R162 	4173.41 	50   D_E[MeV]=3.6875  E_out[MeV]=247.864
113 	D10007 	4239.47 	66.06  
114 	R163 	4289.47 	50   D_E[MeV]=3.6875  E_out[MeV]=251.552
115 	D10006 	4314.47 	25  
116 	R164 	4364.47 	50   D_E[MeV]=3.6875  E_out[MeV]=255.239
117 	D10007 	4430.53 	66.06  
118 	R165 	4480.53 	50   D_E[MeV]=3.6875  E_out[MeV]=258.927
119 	D10006 	4505.53 	25  
120 	R166 	4555.53 	50   D_E[MeV]=3.6875  E_out[MeV]=262.614
121 	D10007 	4621.59 	66.06  
122 	R167 	4671.59 	50   D_E[MeV]=3.6875  E_out[MeV]=266.302
123 	D10006 	4696.59 	25  
124 	R168 	4746.59 	50   D_E[MeV]=3.6875  E_out[MeV]=269.989
125 	D10008 	4845.86 	99.265  
126 	MAT1L07V 	4845.86 	1e-006 	0 	0 	0 	90
127 	D10003 	4865.24 	19.38  
128 	IPM1L07 	4865.24 	0   	0 	0 	0 	0
129 	D10009 	4865.5 	0.265  
130 	MQSnl 	4872.5 	7 	0 	0 	0 	0
131 	D10010 	4882.5 	10  
132 	MQB1L07 	4897.5 	15 	0 	-0.109099 	0 	0
133 	D10005 	5008.41 	110.91  
134 	R171 	5058.41 	50   D_E[MeV]=3.6875  E_out[MeV]=273.677
135 	D10006 	5083.41 	25  
136 	R172 	5133.41 	50   D_E[MeV]=3.6875  E_out[MeV]=277.364
137 	D10007 	5199.47 	66.06  
138 	R173 	5249.47 	50   D_E[MeV]=3.6875  E_out[MeV]=281.052
139 	D10006 	5274.47 	25  
140 	R174 	5324.47 	50   D_E[MeV]=3.6875  E_out[MeV]=284.739
141 	D10007 	5390.53 	66.06  
142 	R175 	5440.53 	50   D_E[MeV]=3.6875  E_out[MeV]=288.427
143 	D10006 	5465.53 	25  
144 	R176 	5515.53 	50   D_E[MeV]=3.6875  E_out[MeV]=292.114
145 	D10007 	5581.59 	66.06  
146 	R177 	5631.59 	50   D_E[MeV]=3.6875  E_out[MeV]=295.802
147 	D10006 	5656.59 	25  
148 	R178 	5706.59 	50   D_E[MeV]=3.6875  E_out[MeV]=299.489
149 	D10014 	5783.86 	77.2679  
150 	MAT1L08H 	5783.86 	1e-006 	0 	0 	0 	0
151 	D10015 	5823.81 	39.9473  
152 	IPM1L08 	5823.81 	0   	0 	0 	0 	0
153 	D10016 	5825.5 	1.6948  
154 	MQSnl 	5832.5 	7 	0 	0 	0 	0
155 	D10010 	5842.5 	10  
156 	MQB1L08 	5857.5 	15 	0 	0.120997 	0 	0
157 	D10005 	5968.41 	110.91  
158 	R181 	6018.41 	50   D_E[MeV]=3.6875  E_out[MeV]=303.177
159 	D10006 	6043.41 	25  
160 	R182 	6093.41 	50   D_E[MeV]=3.6875  E_out[MeV]=306.864
161 	D10007 	6159.47 	66.06  
162 	R183 	6209.47 	50   D_E[MeV]=3.6875  E_out[MeV]=310.552
163 	D10006 	6234.47 	25  
164 	R184 	6284.47 	50   D_E[MeV]=3.6875  E_out[MeV]=314.239
165 	D10007 	6350.53 	66.06  
166 	R185 	6400.53 	50   D_E[MeV]=3.6875  E_out[MeV]=317.927
167 	D10006 	6425.53 	25  
