 2024-11-05	16:41:43	XNoDosimeter	RNoRod	-2.280	-181.197	126.632	25.959
 2025-07-15	10:48:32	XnoDosimeter	Rnorod	-3.886	-231.126	179.910	23.943
 2025-07-15	10:53:04	XnoDosimeter	Rnorod	-1.351	-228.040	181.651	24.323
 2025-07-15	11:14:33	XnoDosimeter	Rnorod	3.005	-230.386	180.794	26.141
