 2024-11-20	15:32:33	XNoDosimeter	RNoRod	+1.3591 mWC 
 2025-03-12	10:36:21	XA007941971	R-71	1337 nonunits
 2025-03-25	10:09:11	XA010883194	R-51	1337 nonunits
