 2026-01-08	11:12:13	XA00201372Z	R-687	-0.057	-0.094	0.028	28.690
 2026-04-20	10:06:46	XA02138316H	R-789	-0.012	-0.102	-0.023	27.398
 2026-06-02	10:16:39	XA01809197B	R-831	-0.069	-0.072	-0.041	28.323
 2026-06-24	15:14:00	XA00655660G	R-909	-0.044	-0.065	-0.057	30.895
