plate,collection_date,this_body_mrem,this_photon_mrem,this_beta_mrem,this_neutron_mrem,this_nt_mrem,this_nf_mrem,this_dose_status,cum_body_mrem,cum_photon_mrem,cum_beta_mrem,cum_neutron_mrem,cum_nt_mrem,cum_nf_mrem,cum_n_badges,cum_n_saturated,is_lower_bound
Y-6,2025-08-27,1003700,-1,0,3700,240,3460,EXCEEDED_PARTIAL,5124888,1110923,765,13200,850,12350,10,4,True
Y-6,2025-09-10,1000290,-1,0,290,20,270,EXCEEDED_PARTIAL,6125178,1110923,765,13490,870,12620,11,5,True
Y-6,2026-01-08,8,8,0,0,0,0,MEASURED,6125186,1110931,765,13490,870,12620,12,5,True
Y-7,2025-03-12,4134,2039,1395,700,40,660,MEASURED,4134,2039,1395,700,40,660,1,0,False
Y-7,2025-03-25,148176,143726,0,4450,330,4120,MEASURED,152310,145765,1395,5150,370,4780,2,0,False
Y-7,2025-04-08,209077,199197,0,9880,700,9180,MEASURED,361387,344962,1395,15030,1070,13960,3,0,False
Y-7,2025-04-23,118657,118037,0,620,90,530,MEASURED,480044,462999,1395,15650,1160,14490,4,0,False
Y-7,2025-05-07,85465,84625,0,840,110,730,MEASURED,565509,547624,1395,16490,1270,15220,5,0,False
Y-7,2025-05-21,979800,979120,0,680,80,600,MEASURED,1545309,1526744,1395,17170,1350,15820,6,0,False
Y-7,2025-06-11,1000590,-1,0,590,50,540,EXCEEDED_PARTIAL,2545899,1526744,1395,17760,1400,16360,7,1,True
Y-7,2025-07-02,1000670,-1,0,670,90,580,EXCEEDED_PARTIAL,3546569,1526744,1395,18430,1490,16940,8,2,True
Y-7,2025-07-17,1000640,-1,0,640,50,590,EXCEEDED_PARTIAL,4547209,1526744,1395,19070,1540,17530,9,3,True
Y-7,2025-08-27,1000670,-1,0,670,70,600,EXCEEDED_PARTIAL,5547879,1526744,1395,19740,1610,18130,10,4,True
Y-7,2025-09-10,1000060,-1,0,60,10,50,EXCEEDED_PARTIAL,6547939,1526744,1395,19800,1620,18180,11,5,True
Y-7,2026-01-08,0,0,0,0,0,0,MEASURED,6547939,1526744,1395,19800,1620,18180,12,5,True
Y-9,2025-03-12,1846,974,572,300,20,280,MEASURED,1846,974,572,300,20,280,1,0,False
Y-9,2025-03-25,51775,24908,22057,4810,330,4480,MEASURED,53621,25882,22629,5110,350,4760,2,0,False
Y-9,2025-04-08,1000000,-1,0,0,0,0,SATURATED_FLOOR,1053621,25882,22629,5110,350,4760,3,1,True
Y-9,2025-04-23,307590,306710,0,880,100,780,MEASURED,1361211,332592,22629,5990,450,5540,4,1,True
Y-9,2025-05-07,169437,168697,0,740,130,610,MEASURED,1530648,501289,22629,6730,580,6150,5,1,True
Y-9,2025-05-21,1000780,-1,0,780,90,690,EXCEEDED_PARTIAL,2531428,501289,22629,7510,670,6840,6,2,True
Y-9,2025-06-11,1000730,-1,0,730,50,680,EXCEEDED_PARTIAL,3532158,501289,22629,8240,720,7520,7,3,True
Y-9,2025-07-02,1000770,-1,0,770,50,720,EXCEEDED_PARTIAL,4532928,501289,22629,9010,770,8240,8,4,True
Y-9,2025-07-17,1000450,-1,0,450,60,390,EXCEEDED_PARTIAL,5533378,501289,22629,9460,830,8630,9,5,True
Y-9,2025-08-27,1000490,-1,0,490,30,460,EXCEEDED_PARTIAL,6533868,501289,22629,9950,860,9090,10,6,True
Y-9,2025-09-10,1000180,-1,0,180,20,160,EXCEEDED_PARTIAL,7534048,501289,22629,10130,880,9250,11,7,True
Y-9,2026-01-08,11,11,0,0,0,0,MEASURED,7534059,501300,22629,10130,880,9250,12,7,True
Y-10,2025-03-12,150,84,66,0,0,0,MEASURED,150,84,66,0,0,0,1,0,False
Y-10,2025-03-25,7913,3605,3898,410,40,370,MEASURED,8063,3689,3964,410,40,370,2,0,False
Y-10,2025-04-08,84167,56299,26468,1400,120,1280,MEASURED,92230,59988,30432,1810,160,1650,3,0,False
Y-10,2025-04-23,261390,261190,0,200,20,180,MEASURED,353620,321178,30432,2010,180,1830,4,0,False
Y-10,2025-05-07,201381,201301,0,80,0,80,MEASURED,555001,522479,30432,2090,180,1910,5,0,False
Y-10,2025-05-21,1000070,-1,0,70,10,60,EXCEEDED_PARTIAL,1555071,522479,30432,2160,190,1970,6,1,True
Y-10,2025-06-17,1000000,-1,0,0,0,0,SATURATED_FLOOR,2555071,522479,30432,2160,190,1970,7,2,True
Y-10,2025-07-02,1002920,-1,0,2920,220,2700,EXCEEDED_PARTIAL,3557991,522479,30432,5080,410,4670,8,3,True
Y-10,2025-07-30,1008550,-1,0,8550,560,7990,EXCEEDED_PARTIAL,4566541,522479,30432,13630,970,12660,9,4,True
Y-10,2025-08-27,1000000,-1,0,0,0,0,SATURATED_FLOOR,5566541,522479,30432,13630,970,12660,10,5,True
Y-10,2025-09-10,1000000,-1,0,0,0,0,SATURATED_FLOOR,6566541,522479,30432,13630,970,12660,11,6,True
Y-10,2026-01-12,9,9,0,0,0,0,MEASURED,6566550,522488,30432,13630,970,12660,12,6,True
Y-11,2025-03-12,82,48,34,0,0,0,MEASURED,82,48,34,0,0,0,1,0,False
Y-11,2025-03-25,3275,1893,992,390,30,360,MEASURED,3357,1941,1026,390,30,360,2,0,False
Y-11,2025-04-08,43723,33983,8740,1000,80,920,MEASURED,47080,35924,9766,1390,110,1280,3,0,False
Y-11,2025-04-23,252657,252487,0,170,10,160,MEASURED,299737,288411,9766,1560,120,1440,4,0,False
Y-11,2025-05-07,225546,225546,0,0,0,0,MEASURED,525283,513957,9766,1560,120,1440,5,0,False
Y-11,2025-05-21,1000080,-1,0,80,0,80,EXCEEDED_PARTIAL,1525363,513957,9766,1640,120,1520,6,1,True
Y-11,2025-06-17,1008370,-1,0,8370,720,7650,EXCEEDED_PARTIAL,2533733,513957,9766,10010,840,9170,7,2,True
Y-11,2025-07-02,1003290,-1,0,3290,230,3060,EXCEEDED_PARTIAL,3537023,513957,9766,13300,1070,12230,8,3,True
Y-11,2025-07-30,1007900,-1,0,7900,630,7270,EXCEEDED_PARTIAL,4544923,513957,9766,21200,1700,19500,9,4,True
Y-11,2025-08-27,1000000,-1,0,0,0,0,SATURATED_FLOOR,5544923,513957,9766,21200,1700,19500,10,5,True
Y-11,2025-09-10,1000000,-1,0,0,0,0,SATURATED_FLOOR,6544923,513957,9766,21200,1700,19500,11,6,True
Y-11,2026-01-12,0,0,0,0,0,0,MEASURED,6544923,513957,9766,21200,1700,19500,12,6,True
Y-12,2025-01-27,0,0,0,0,0,0,MEASURED,0,0,0,0,0,0,1,0,False
Y-12,2025-02-18,584,214,0,370,80,290,MEASURED,584,214,0,370,80,290,2,0,False
Y-12,2025-03-05,45,45,0,0,0,0,MEASURED,629,259,0,370,80,290,3,0,False
Y-12,2025-03-12,1445,315,0,1130,100,1030,MEASURED,2074,574,0,1500,180,1320,4,0,False
Y-12,2025-03-25,10155,2605,0,7550,500,7050,MEASURED,12229,3179,0,9050,680,8370,5,0,False
Y-12,2025-04-08,6224,6224,0,0,0,0,MEASURED,18453,9403,0,9050,680,8370,6,0,False
Y-12,2025-04-23,4826,866,0,3960,290,3670,MEASURED,23279,10269,0,13010,970,12040,7,0,False
Y-12,2025-05-07,6643,1333,0,5310,320,4990,MEASURED,29922,11602,0,18320,1290,17030,8,0,False
Y-12,2025-05-21,6852,1912,0,4940,390,4550,MEASURED,36774,13514,0,23260,1680,21580,9,0,False
Y-12,2025-06-11,4228,2618,0,1610,150,1460,MEASURED,41002,16132,0,24870,1830,23040,10,0,False
Y-12,2025-07-02,3711,3091,0,620,50,570,MEASURED,44713,19223,0,25490,1880,23610,11,0,False
Y-12,2025-07-17,3672,2442,0,1230,100,1130,MEASURED,48385,21665,0,26720,1980,24740,12,0,False
Y-12,2025-08-27,9831,8261,0,1570,120,1450,MEASURED,58216,29926,0,28290,2100,26190,13,0,False
Y-12,2025-09-10,1452,1312,0,140,20,120,MEASURED,59668,31238,0,28430,2120,26310,14,0,False
Y-12,2026-01-12,13,13,0,0,0,0,MEASURED,59681,31251,0,28430,2120,26310,15,0,False
Y-13,2025-03-12,865,865,0,0,0,0,MEASURED,865,865,0,0,0,0,1,0,False
Y-13,2025-03-25,13999,13609,0,390,30,360,MEASURED,14864,14474,0,390,30,360,2,0,False
Y-13,2025-04-08,39403,37813,0,1590,140,1450,MEASURED,54267,52287,0,1980,170,1810,3,0,False
Y-13,2025-04-23,15939,15719,0,220,20,200,MEASURED,70206,68006,0,2200,190,2010,4,0,False
Y-13,2025-05-07,7158,7128,0,30,0,30,MEASURED,77364,75134,0,2230,190,2040,5,0,False
Y-13,2025-05-21,52666,52576,0,90,10,80,MEASURED,130030,127710,0,2320,200,2120,6,0,False
Y-13,2025-06-17,832568,825978,0,6590,420,6170,MEASURED,962598,953688,0,8910,620,8290,7,0,False
Y-13,2025-07-02,416317,410267,0,6050,470,5580,MEASURED,1378915,1363955,0,14960,1090,13870,8,0,False
Y-13,2025-07-30,948832,939752,0,9080,940,8140,MEASURED,2327747,2303707,0,24040,2030,22010,9,0,False
Y-13,2025-08-27,571245,571245,0,0,0,0,MEASURED,2898992,2874952,0,24040,2030,22010,10,0,False
Y-13,2025-09-10,123400,123400,0,0,0,0,MEASURED,3022392,2998352,0,24040,2030,22010,11,0,False
Y-13,2026-01-12,7,7,0,0,0,0,MEASURED,3022399,2998359,0,24040,2030,22010,12,0,False
Y-15,2025-03-12,7011,7011,0,0,0,0,MEASURED,7011,7011,0,0,0,0,1,0,False
Y-15,2025-03-25,124159,121169,0,2990,240,2750,MEASURED,131170,128180,0,2990,240,2750,2,0,False
Y-15,2025-04-08,46895,45025,0,1870,170,1700,MEASURED,178065,173205,0,4860,410,4450,3,0,False
Y-15,2025-04-23,875,875,0,0,0,0,MEASURED,178940,174080,0,4860,410,4450,4,0,False
Y-15,2025-05-07,750,750,0,0,0,0,MEASURED,179690,174830,0,4860,410,4450,5,0,False
Y-15,2025-05-21,15254,15034,0,220,20,200,MEASURED,194944,189864,0,5080,430,4650,6,0,False
Y-15,2025-06-17,313857,308707,0,5150,400,4750,MEASURED,508801,498571,0,10230,830,9400,7,0,False
Y-15,2025-07-02,125788,123558,0,2230,140,2090,MEASURED,634589,622129,0,12460,970,11490,8,0,False
Y-15,2025-07-30,420037,414067,0,5970,520,5450,MEASURED,1054626,1036196,0,18430,1490,16940,9,0,False
Y-15,2025-08-27,122882,121822,0,1060,80,980,MEASURED,1177508,1158018,0,19490,1570,17920,10,0,False
Y-15,2025-09-10,15996,15966,0,30,0,30,MEASURED,1193504,1173984,0,19520,1570,17950,11,0,False
Y-15,2026-01-08,6,6,0,0,0,0,MEASURED,1193510,1173990,0,19520,1570,17950,12,0,False
Y-16,2025-01-27,115666,50647,64919,100,0,100,MEASURED,115666,50647,64919,100,0,100,1,0,False
Y-16,2025-02-18,1014800,-1,0,14800,980,13820,EXCEEDED_PARTIAL,1130466,50647,64919,14900,980,13920,2,1,True
Y-16,2025-03-05,1013070,-1,0,13070,960,12110,EXCEEDED_PARTIAL,2143536,50647,64919,27970,1940,26030,3,2,True
Y-16,2025-03-12,1000000,-1,0,0,0,0,SATURATED_FLOOR,3143536,50647,64919,27970,1940,26030,4,3,True
Y-16,2025-03-25,1000000,-1,0,0,0,0,SATURATED_FLOOR,4143536,50647,64919,27970,1940,26030,5,4,True
Y-16,2025-04-08,1000000,-1,0,0,0,0,SATURATED_FLOOR,5143536,50647,64919,27970,1940,26030,6,5,True
Y-16,2025-04-23,1000000,-1,0,0,0,0,SATURATED_FLOOR,6143536,50647,64919,27970,1940,26030,7,6,True
Y-16,2025-05-07,1000000,-1,0,0,0,0,SATURATED_FLOOR,7143536,50647,64919,27970,1940,26030,8,7,True
Y-16,2025-05-21,1000000,-1,0,0,0,0,SATURATED_FLOOR,8143536,50647,64919,27970,1940,26030,9,8,True
Y-16,2025-06-11,1000000,-1,0,0,0,0,SATURATED_FLOOR,9143536,50647,64919,27970,1940,26030,10,9,True
Y-16,2025-07-02,1000000,-1,0,0,0,0,SATURATED_FLOOR,10143536,50647,64919,27970,1940,26030,11,10,True
Y-16,2025-07-17,1000000,-1,0,0,0,0,SATURATED_FLOOR,11143536,50647,64919,27970,1940,26030,12,11,True
Y-16,2025-08-27,1000000,-1,0,0,0,0,SATURATED_FLOOR,12143536,50647,64919,27970,1940,26030,13,12,True
Y-16,2025-09-10,1000000,-1,0,0,0,0,SATURATED_FLOOR,13143536,50647,64919,27970,1940,26030,14,13,True
Y-16,2026-01-12,62,62,0,0,0,0,MEASURED,13143598,50709,64919,27970,1940,26030,15,13,True
Y-17,2025-01-27,88,88,0,0,0,0,MEASURED,88,88,0,0,0,0,1,0,False
Y-17,2025-02-18,1000000,-1,0,0,0,0,SATURATED_FLOOR,1000088,88,0,0,0,0,2,1,True
Y-17,2025-03-05,1000000,-1,0,0,0,0,SATURATED_FLOOR,2000088,88,0,0,0,0,3,2,True
Y-17,2025-03-12,1000000,-1,0,0,0,0,SATURATED_FLOOR,3000088,88,0,0,0,0,4,3,True
Y-17,2025-03-25,1000000,-1,0,0,0,0,SATURATED_FLOOR,4000088,88,0,0,0,0,5,4,True
Y-17,2025-04-08,1000000,-1,0,0,0,0,SATURATED_FLOOR,5000088,88,0,0,0,0,6,5,True
Y-17,2025-04-23,1000000,-1,0,0,0,0,SATURATED_FLOOR,6000088,88,0,0,0,0,7,6,True
Y-17,2025-05-07,1000000,-1,0,0,0,0,SATURATED_FLOOR,7000088,88,0,0,0,0,8,7,True
Y-17,2025-05-21,1000000,-1,0,0,0,0,SATURATED_FLOOR,8000088,88,0,0,0,0,9,8,True
Y-17,2025-06-11,1000000,-1,0,0,0,0,SATURATED_FLOOR,9000088,88,0,0,0,0,10,9,True
Y-17,2025-07-02,1000000,-1,0,0,0,0,SATURATED_FLOOR,10000088,88,0,0,0,0,11,10,True
Y-17,2025-07-17,1000000,-1,0,0,0,0,SATURATED_FLOOR,11000088,88,0,0,0,0,12,11,True
Y-17,2025-08-27,1000000,-1,0,0,0,0,SATURATED_FLOOR,12000088,88,0,0,0,0,13,12,True
Y-17,2025-09-10,1000000,-1,0,0,0,0,SATURATED_FLOOR,13000088,88,0,0,0,0,14,13,True
Y-17,2026-01-12,26,26,0,0,0,0,MEASURED,13000114,114,0,0,0,0,15,13,True
Y-18,2025-03-12,1996,752,794,450,40,410,MEASURED,1996,752,794,450,40,410,1,0,False
Y-18,2025-03-25,89434,84144,0,5290,520,4770,MEASURED,91430,84896,794,5740,560,5180,2,0,False
Y-18,2025-04-08,503665,487835,0,15830,1070,14760,MEASURED,595095,572731,794,21570,1630,19940,3,0,False
Y-18,2025-04-23,208380,207700,0,680,100,580,MEASURED,803475,780431,794,22250,1730,20520,4,0,False
Y-18,2025-05-07,96434,94924,0,1510,200,1310,MEASURED,899909,875355,794,23760,1930,21830,5,0,False
Y-18,2025-05-21,1000740,-1,0,740,110,630,EXCEEDED_PARTIAL,1900649,875355,794,24500,2040,22460,6,1,True
Y-18,2025-06-11,1000760,-1,0,760,70,690,EXCEEDED_PARTIAL,2901409,875355,794,25260,2110,23150,7,2,True
Y-18,2025-07-02,1000570,-1,0,570,100,470,EXCEEDED_PARTIAL,3901979,875355,794,25830,2210,23620,8,3,True
Y-18,2025-07-17,1000930,-1,0,930,50,880,EXCEEDED_PARTIAL,4902909,875355,794,26760,2260,24500,9,4,True
Y-18,2025-08-27,1000430,-1,0,430,40,390,EXCEEDED_PARTIAL,5903339,875355,794,27190,2300,24890,10,5,True
Y-18,2025-09-10,1000110,-1,0,110,20,90,EXCEEDED_PARTIAL,6903449,875355,794,27300,2320,24980,11,6,True
Y-18,2026-01-08,6,6,0,0,0,0,MEASURED,6903455,875361,794,27300,2320,24980,12,6,True
Y-19,2025-03-12,154,66,88,0,0,0,MEASURED,154,66,88,0,0,0,1,0,False
Y-19,2025-03-25,18520,14990,3170,360,40,320,MEASURED,18674,15056,3258,360,40,320,2,0,False
Y-19,2025-04-08,202953,201063,0,1890,110,1780,MEASURED,221627,216119,3258,2250,150,2100,3,0,False
Y-19,2025-04-23,260267,259867,0,400,20,380,MEASURED,481894,475986,3258,2650,170,2480,4,0,False
Y-19,2025-05-07,170217,170147,0,70,0,70,MEASURED,652111,646133,3258,2720,170,2550,5,0,False
Y-19,2025-05-21,1000140,-1,0,140,10,130,EXCEEDED_PARTIAL,1652251,646133,3258,2860,180,2680,6,1,True
Y-19,2025-06-17,1000000,-1,0,0,0,0,SATURATED_FLOOR,2652251,646133,3258,2860,180,2680,7,2,True
Y-19,2025-07-02,1005020,-1,0,5020,360,4660,EXCEEDED_PARTIAL,3657271,646133,3258,7880,540,7340,8,3,True
Y-19,2025-07-30,1000000,-1,0,0,0,0,SATURATED_FLOOR,4657271,646133,3258,7880,540,7340,9,4,True
Y-19,2025-08-27,1000000,-1,0,0,0,0,SATURATED_FLOOR,5657271,646133,3258,7880,540,7340,10,5,True
Y-19,2025-09-10,1000000,-1,0,0,0,0,SATURATED_FLOOR,6657271,646133,3258,7880,540,7340,11,6,True
Y-19,2026-01-12,10,10,0,0,0,0,MEASURED,6657281,646143,3258,7880,540,7340,12,6,True
Y-20,2025-01-27,0,0,0,0,0,0,MEASURED,0,0,0,0,0,0,1,0,False
Y-20,2025-02-18,0,0,0,0,0,0,MEASURED,0,0,0,0,0,0,2,0,False
Y-20,2025-03-05,0,0,0,0,0,0,MEASURED,0,0,0,0,0,0,3,0,False
Y-20,2025-03-12,1071,141,0,930,50,880,MEASURED,1071,141,0,930,50,880,4,0,False
Y-20,2025-03-25,5584,994,0,4590,340,4250,MEASURED,6655,1135,0,5520,390,5130,5,0,False
Y-20,2025-04-08,7807,1397,0,6410,810,5600,MEASURED,14462,2532,0,11930,1200,10730,6,0,False
Y-20,2025-04-23,1088,588,0,500,40,460,MEASURED,15550,3120,0,12430,1240,11190,7,0,False
Y-20,2025-05-07,957,437,0,520,70,450,MEASURED,16507,3557,0,12950,1310,11640,8,0,False
Y-20,2025-05-21,8459,5329,0,3130,260,2870,MEASURED,24966,8886,0,16080,1570,14510,9,0,False
Y-20,2025-06-17,20546,19606,0,940,80,860,MEASURED,45512,28492,0,17020,1650,15370,10,0,False
Y-20,2025-07-02,14892,14602,0,290,20,270,MEASURED,60404,43094,0,17310,1670,15640,11,0,False
Y-20,2025-07-30,29803,28493,0,1310,130,1180,MEASURED,90207,71587,0,18620,1800,16820,12,0,False
Y-20,2025-08-27,26993,26373,0,620,60,560,MEASURED,117200,97960,0,19240,1860,17380,13,0,False
Y-20,2025-09-10,9380,9330,0,50,0,50,MEASURED,126580,107290,0,19290,1860,17430,14,0,False
Y-20,2026-01-12,21,21,0,0,0,0,MEASURED,126601,107311,0,19290,1860,17430,15,0,False
Y-21,2025-03-12,1573,417,726,430,30,400,MEASURED,1573,417,726,430,30,400,1,0,False
Y-21,2025-03-25,112313,105013,0,7300,520,6780,MEASURED,113886,105430,726,7730,550,7180,2,0,False
Y-21,2025-04-08,1000000,-1,0,0,0,0,SATURATED_FLOOR,1113886,105430,726,7730,550,7180,3,1,True
Y-21,2025-04-23,242086,241156,0,930,80,850,MEASURED,1355972,346586,726,8660,630,8030,4,1,True
Y-21,2025-05-07,149223,147953,0,1270,190,1080,MEASURED,1505195,494539,726,9930,820,9110,5,1,True
Y-21,2025-05-21,1000770,-1,0,770,90,680,EXCEEDED_PARTIAL,2505965,494539,726,10700,910,9790,6,2,True
Y-21,2025-06-11,1000610,-1,0,610,50,560,EXCEEDED_PARTIAL,3506575,494539,726,11310,960,10350,7,3,True
Y-21,2025-07-02,1000710,-1,0,710,70,640,EXCEEDED_PARTIAL,4507285,494539,726,12020,1030,10990,8,4,True
Y-21,2025-07-17,1000500,-1,0,500,60,440,EXCEEDED_PARTIAL,5507785,494539,726,12520,1090,11430,9,5,True
Y-21,2025-08-27,1000210,-1,0,210,10,200,EXCEEDED_PARTIAL,6507995,494539,726,12730,1100,11630,10,6,True
Y-21,2025-09-10,1000140,-1,0,140,20,120,EXCEEDED_PARTIAL,7508135,494539,726,12870,1120,11750,11,7,True
Y-21,2026-01-08,12,12,0,0,0,0,MEASURED,7508147,494551,726,12870,1120,11750,12,7,True
Y-22,2025-01-27,67894,43592,24302,0,0,0,MEASURED,67894,43592,24302,0,0,0,1,0,False
Y-22,2025-02-18,1000000,-1,0,0,0,0,SATURATED_FLOOR,1067894,43592,24302,0,0,0,2,1,True
Y-22,2025-03-05,1010100,-1,0,10100,610,9490,EXCEEDED_PARTIAL,2077994,43592,24302,10100,610,9490,3,2,True
Y-22,2025-03-12,1000000,-1,0,0,0,0,SATURATED_FLOOR,3077994,43592,24302,10100,610,9490,4,3,True
Y-22,2025-03-25,1000000,-1,0,0,0,0,SATURATED_FLOOR,4077994,43592,24302,10100,610,9490,5,4,True
Y-22,2025-04-08,1000000,-1,0,0,0,0,SATURATED_FLOOR,5077994,43592,24302,10100,610,9490,6,5,True
Y-22,2025-04-23,1000000,-1,0,0,0,0,SATURATED_FLOOR,6077994,43592,24302,10100,610,9490,7,6,True
Y-22,2025-05-07,1000000,-1,0,0,0,0,SATURATED_FLOOR,7077994,43592,24302,10100,610,9490,8,7,True
Y-22,2025-05-21,1000000,-1,0,0,0,0,SATURATED_FLOOR,8077994,43592,24302,10100,610,9490,9,8,True
Y-22,2025-06-11,1000000,-1,0,0,0,0,SATURATED_FLOOR,9077994,43592,24302,10100,610,9490,10,9,True
Y-22,2025-07-02,1000000,-1,0,0,0,0,SATURATED_FLOOR,10077994,43592,24302,10100,610,9490,11,10,True
Y-22,2025-07-17,1000000,-1,0,0,0,0,SATURATED_FLOOR,11077994,43592,24302,10100,610,9490,12,11,True
Y-22,2025-08-27,1000000,-1,0,0,0,0,SATURATED_FLOOR,12077994,43592,24302,10100,610,9490,13,12,True
Y-22,2025-09-10,1000000,-1,0,0,0,0,SATURATED_FLOOR,13077994,43592,24302,10100,610,9490,14,13,True
Y-22,2026-01-12,31,31,0,0,0,0,MEASURED,13078025,43623,24302,10100,610,9490,15,13,True
Y-23,2025-03-12,789,769,0,20,0,20,MEASURED,789,769,0,20,0,20,1,0,False
Y-23,2025-03-25,1004900,-1,0,4900,330,4570,EXCEEDED_PARTIAL,1005689,769,0,4920,330,4590,2,1,True
Y-23,2025-04-08,244954,240484,0,4470,330,4140,MEASURED,1250643,241253,0,9390,660,8730,3,1,True
Y-23,2025-04-23,952,952,0,0,0,0,MEASURED,1251595,242205,0,9390,660,8730,4,1,True
Y-23,2025-05-07,735,735,0,0,0,0,MEASURED,1252330,242940,0,9390,660,8730,5,1,True
Y-23,2025-05-21,49903,41831,7652,420,30,390,MEASURED,1302233,284771,7652,9810,690,9120,6,1,True
Y-23,2025-06-17,1006940,-1,0,6940,560,6380,EXCEEDED_PARTIAL,2309173,284771,7652,16750,1250,15500,7,2,True
Y-23,2025-07-02,578832,343295,232557,2980,230,2750,MEASURED,2888005,628066,240209,19730,1480,18250,8,2,True
Y-23,2025-07-30,1010210,-1,0,10210,750,9460,EXCEEDED_PARTIAL,3898215,628066,240209,29940,2230,27710,9,3,True
Y-23,2025-08-27,381212,379422,0,1790,130,1660,MEASURED,4279427,1007488,240209,31730,2360,29370,10,3,True
Y-23,2025-09-10,20022,19952,0,70,0,70,MEASURED,4299449,1027440,240209,31800,2360,29440,11,3,True
Y-23,2026-01-08,0,0,0,0,0,0,MEASURED,4299449,1027440,240209,31800,2360,29440,12,3,True
Y-24,2025-01-27,1000360,-1,0,360,30,330,EXCEEDED_PARTIAL,1000360,0,0,360,30,330,1,1,True
Y-24,2025-02-18,1000000,-1,0,0,0,0,SATURATED_FLOOR,2000360,0,0,360,30,330,2,2,True
Y-24,2025-03-05,1007750,-1,0,7750,530,7220,EXCEEDED_PARTIAL,3008110,0,0,8110,560,7550,3,3,True
Y-24,2025-03-12,1000000,-1,0,0,0,0,SATURATED_FLOOR,4008110,0,0,8110,560,7550,4,4,True
Y-24,2025-03-25,1000000,-1,0,0,0,0,SATURATED_FLOOR,5008110,0,0,8110,560,7550,5,5,True
Y-24,2025-04-08,1000000,-1,0,0,0,0,SATURATED_FLOOR,6008110,0,0,8110,560,7550,6,6,True
Y-24,2025-04-23,1000000,-1,0,0,0,0,SATURATED_FLOOR,7008110,0,0,8110,560,7550,7,7,True
Y-24,2025-05-07,1000000,-1,0,0,0,0,SATURATED_FLOOR,8008110,0,0,8110,560,7550,8,8,True
Y-24,2025-05-21,1000000,-1,0,0,0,0,SATURATED_FLOOR,9008110,0,0,8110,560,7550,9,9,True
Y-24,2025-06-17,1000000,-1,0,0,0,0,SATURATED_FLOOR,10008110,0,0,8110,560,7550,10,10,True
Y-24,2025-07-02,1000000,-1,0,0,0,0,SATURATED_FLOOR,11008110,0,0,8110,560,7550,11,11,True
Y-24,2025-07-30,1000000,-1,0,0,0,0,SATURATED_FLOOR,12008110,0,0,8110,560,7550,12,12,True
Y-24,2025-08-27,1000000,-1,0,0,0,0,SATURATED_FLOOR,13008110,0,0,8110,560,7550,13,13,True
Y-24,2025-09-10,1011650,-1,0,11650,810,10840,EXCEEDED_PARTIAL,14019760,0,0,19760,1370,18390,14,14,True
Y-24,2026-01-12,39,39,0,0,0,0,MEASURED,14019799,39,0,19760,1370,18390,15,14,True
Y-25,2025-03-12,353,199,154,0,0,0,MEASURED,353,199,154,0,0,0,1,0,False
Y-25,2025-03-25,1173,665,268,240,20,220,MEASURED,1526,864,422,240,20,220,2,0,False
Y-25,2025-04-08,42175,38155,0,4020,270,3750,MEASURED,43701,39019,422,4260,290,3970,3,0,False
Y-25,2025-04-23,282209,282119,0,90,0,90,MEASURED,325910,321138,422,4350,290,4060,4,0,False
Y-25,2025-05-07,198006,197976,0,30,0,30,MEASURED,523916,519114,422,4380,290,4090,5,0,False
Y-25,2025-05-21,1000120,-1,0,120,0,120,EXCEEDED_PARTIAL,1524036,519114,422,4500,290,4210,6,1,True
Y-25,2025-06-11,1000610,-1,0,610,40,570,EXCEEDED_PARTIAL,2524646,519114,422,5110,330,4780,7,2,True
Y-25,2025-07-02,1001170,-1,0,1170,80,1090,EXCEEDED_PARTIAL,3525816,519114,422,6280,410,5870,8,3,True
Y-25,2025-07-17,1001230,-1,0,1230,90,1140,EXCEEDED_PARTIAL,4527046,519114,422,7510,500,7010,9,4,True
Y-25,2025-08-27,1001040,-1,0,1040,80,960,EXCEEDED_PARTIAL,5528086,519114,422,8550,580,7970,10,5,True
Y-25,2025-09-10,1000170,-1,0,170,10,160,EXCEEDED_PARTIAL,6528256,519114,422,8720,590,8130,11,6,True
Y-25,2026-01-08,5,5,0,0,0,0,MEASURED,6528261,519119,422,8720,590,8130,12,6,True
Y-26,2025-03-12,240,240,0,0,0,0,MEASURED,240,240,0,0,0,0,1,0,False
Y-26,2025-03-25,187648,136507,47401,3740,280,3460,MEASURED,187888,136747,47401,3740,280,3460,2,0,False
Y-26,2025-04-08,574139,569539,0,4600,380,4220,MEASURED,762027,706286,47401,8340,660,7680,3,0,False
Y-26,2025-04-23,1053,1053,0,0,0,0,MEASURED,763080,707339,47401,8340,660,7680,4,0,False
Y-26,2025-05-07,1101,1101,0,0,0,0,MEASURED,764181,708440,47401,8340,660,7680,5,0,False
Y-26,2025-05-21,19896,19606,0,290,20,270,MEASURED,784077,728046,47401,8630,680,7950,6,0,False
Y-26,2025-06-17,290432,207325,78727,4380,380,4000,MEASURED,1074509,935371,126128,13010,1060,11950,7,0,False
Y-26,2025-07-02,112828,89324,20744,2760,190,2570,MEASURED,1187337,1024695,146872,15770,1250,14520,8,0,False
Y-26,2025-07-30,407838,256816,143812,7210,480,6730,MEASURED,1595175,1281511,290684,22980,1730,21250,9,0,False
Y-26,2025-08-27,112655,111405,0,1250,100,1150,MEASURED,1707830,1392916,290684,24230,1830,22400,10,0,False
