 2024-11-21	15:08:46	XnoDosimetry	XnoRod`	-24.025	6.141	3.569	24.205
 2025-01-27	11:33:36	XA006996331	RnoRod	1337	1337	1337	1337 2025-02-18	10:59:29	XA00859698R	R-6	1337	1337	1337	1337
 2025-03-05	09:22:18	XA02629087A	Rnorod	1337	1337	1337	1337
 2025-03-12	10:25:35	XA009925808	R-133	1337	1337	1337	1337
 2025-03-25	10:01:24	XA011261111	R-137	1337	1337	1337	1337
 2025-04-08	09:49:30	XA00552203S	R-192	1337	1337	1337	1337
 2025-04-23	11:49:34	XA00916631L	R-212	1337	1337	1337	1337
 2025-05-21	13:27:02	XA012883762	R-350	1337	1337	1337	1337
 2025-06-17	11:48:07	XA027504949	R-390	1337	1337	1337	1337
 2025-07-02	10:21:23	XA02312961I	R-476	1337	1337	1337	1337
 2025-07-30	11:32:46	XA00710509I	R-504	-149.784	-6.863	-1.087	32.429
 2025-08-27	09:17:14	XA00773223J	R-608	-149.798	-8.808	-1.038	31.809
 2025-09-10	11:44:45	XA02532790F	R-673	1337	1337	1337	1337
 2025-10-21	09:34:55	XnoDosimeter	Rnorod	-150.671	-4.411	-0.849	23.605
