 2024-11-21	10:13:37	XNoDosimeter	RNoRod	+2.7287 mWC 
 2025-01-27	10:21:05	XA00558841A	RnoRod	1337 nonunit 2025-02-18	11:36:52	XA02041286I	R-70	1337 nonunits
 2025-03-05	09:04:09	XA02888723X	Rnorod	1337 nonunits
 2025-03-12	09:36:28	XA00855430L	R-122	1337 nonunits
 2025-03-25	09:24:40	XA027577912	R-15	1337 nonunits
 2025-04-08	09:03:42	XA00008746H	R-160	1337 nonunits
 2025-04-23	11:17:33	XA02537977U	R-220	1337 nonunits
 2025-05-07	10:50:54	XA008641984	R-301	+2.7198 mWC 

 2025-05-21	11:45:55	XA00535524J	R-336	+2.7244 mWC 

 2025-06-11	11:45:17	XA02590478X	R-404	+2.7180 mWC 

 2025-06-17	11:48:05	XnoDosimeter	Rnorod	+2.7239 mWC 

 2025-07-02	11:04:21	XA01115708F	R-448	1337 nonunits
 2025-07-17	11:18:59	XA00244338G	R-531	+2.7030 mWC 
