 2024-11-07	13:37:33	XNoDosimeter	RNoRod	+1.3030 mWC 

 2025-03-12	09:17:03	XA02007564K	R-36	1337 nonunits
 2025-03-25	09:17:52	XA01587111K	R-113	1337 nonunits
 2025-04-08	08:45:39	XA01031838B	R-194	1337 nonunits
 2025-04-23	11:31:45	XA01047842E	R-227	1337 nonunits
 2025-05-07	11:34:16	XA00822685B	R-296	+1.2914 mWC 

 2025-05-21	12:46:41	XA04104990F	R-364	+1.2913 mWC 

 2025-06-11	12:35:19	XA01257670F	R-437	1337 nonunits
 2025-06-17	09:41:10	XnoDosimeter	Rnorod	+1.2867 mWC 

 2025-07-02	10:42:51	XA00307963F	R-442	1337 nonunits
 2025-07-17	10:13:31	XA00950167E	R-527	+1.2755 mWC 
