 2026-05-21	14:42:03	XnoDosimeter	Rnorod	Error reading temperature!	Error reading humidity!
 2026-05-21	15:07:28	XnoDosimeter	Rnorod	Temperature: 23.30 ??C	Humidity: 46.80 %
 2026-05-21	15:12:01	XnoDosimeter	Rnorod	23.00 degC	45.50 %
 2026-05-21	15:13:29	XnoDosimeter	Rnorod	22.90 degC	46.20 %
