 2024-11-21	12:22:39	XNoDosimeter	RNoRod	-5.931	21.064	58.358	23.809
 2025-03-12	09:54:26	XA00569085B	R-17	1337	1337	1337	1337
 2025-03-25	09:39:06	XA007582949	R-2	1337	1337	1337	1337
 2025-04-08	09:22:16	XA02895407Y	R-177	1337	1337	1337	1337
 2025-04-23	11:06:04	XA008828037	R-206	1337	1337	1337	1337
 2025-07-02	11:24:58	XA01411626K	R-452	1337	1337	1337	1337
 2025-07-17	11:55:41	XA02318805C	R-540	-0.883	14.567	86.195	32.061
 2025-08-27	13:21:27	XA003659429	R-571	-2.024	16.070	86.087	31.603
 2025-09-10	12:05:15		R-640	1337	1337	1337	1337
 2025-09-10	12:05:48	XA011507298	R-640	1337	1337	1337	1337
 2025-10-23	09:10:04	XnoDosimeter	Rnorod	-1.292	16.640	86.668	27.874
