plate,collection_date,badge_serial,landauer_part_nbr,landauer_report_date,begin_wear,end_wear,body_mrem,skin_mrem,eye_mrem,beta_mrem,neutron_mrem,nt_mrem,nf_mrem,photon_mrem,exceeded_1000rad,saturated_osl,neutron_exceeded,dose_status
Y-21,2026-01-08,XA01800162X,156,20260320,7/1/2025,12/31/2025,12,12,12,0,0,0,0,12,False,False,False,MEASURED
Y-22,2025-01-27,XA00798744W,995,20250227,1/1/2025,6/30/2025,67894,54413,65703,24302,0,0,0,43592,False,False,False,MEASURED
Y-22,2025-02-18,XA02011970N,933,20250306,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-22,2025-03-05,XA00935820H,1016,20250331,1/1/2025,6/30/2025,1010100,10100,10100,0,10100,610,9490,-1,True,False,False,EXCEEDED_PARTIAL
Y-22,2025-03-12,XA00909968X,952,20250331,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-22,2025-03-25,XA020757933,1046,20250331,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-22,2025-04-08,XA00120686I,1151,20250502,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-22,2025-04-23,XA029134893,1063,20250502,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-22,2025-05-07,XA01864621D,1325,20250516,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-22,2025-05-21,XA006885443,1299,20250624,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-22,2025-06-11,XA01012835K,1214,20250624,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-22,2025-07-02,XA005556681,291,20250804,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-22,2025-07-17,XA00280860F,519,20250804,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-22,2025-08-27,XA008076694,277,20250915,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-22,2025-09-10,XA00590471F,245,20250930,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-22,2026-01-12,XA00078083J,170,20260320,7/1/2025,12/31/2025,31,31,31,0,0,0,0,31,False,False,False,MEASURED
Y-23,2025-03-12,XA00151097K,900,20250331,1/1/2025,6/30/2025,789,831,789,0,20,0,20,769,False,False,False,MEASURED
Y-23,2025-03-25,XA00615764E,1044,20250331,1/1/2025,6/30/2025,1004900,4900,4900,0,4900,330,4570,-1,True,False,False,EXCEEDED_PARTIAL
Y-23,2025-04-08,XA024650886,1106,20250502,1/1/2025,6/30/2025,244954,244954,244954,0,4470,330,4140,240484,False,False,False,MEASURED
Y-23,2025-04-23,XA018087194,1059,20250502,1/1/2025,6/30/2025,952,920,952,0,0,0,0,952,False,False,False,MEASURED
Y-23,2025-05-07,XA00757083H,1332,20250516,1/1/2025,6/30/2025,735,706,729,0,0,0,0,735,False,False,False,MEASURED
Y-23,2025-05-21,XA001477956,1217,20250624,1/1/2025,6/30/2025,49903,49903,49903,7652,420,30,390,41831,False,False,False,MEASURED
Y-23,2025-06-17,XA01872787T,1187,20250804,1/1/2025,6/30/2025,1006940,6940,6940,0,6940,560,6380,-1,True,False,False,EXCEEDED_PARTIAL
Y-23,2025-07-02,XA017568525,418,20250804,1/1/2025,6/30/2025,578832,578832,578832,232557,2980,230,2750,343295,False,False,False,MEASURED
Y-23,2025-07-30,XA02007860M,559,20250819,7/1/2025,12/31/2025,1010210,10210,10210,0,10210,750,9460,-1,True,False,False,EXCEEDED_PARTIAL
Y-23,2025-08-27,XA02074274E,259,20250915,7/1/2025,12/31/2025,381212,381212,381212,0,1790,130,1660,379422,False,False,False,MEASURED
Y-23,2025-09-10,XA02896676O,211,20250930,7/1/2025,12/31/2025,20022,16060,19378,0,70,0,70,19952,False,False,False,MEASURED
Y-23,2026-01-08,XA01359204J,179,20260320,7/1/2025,12/31/2025,0,0,0,0,0,0,0,0,False,False,False,MEASURED
Y-24,2025-01-27,XA01296313E,916,20250227,1/1/2025,6/30/2025,1000360,360,360,0,360,30,330,-1,True,False,False,EXCEEDED_PARTIAL
Y-24,2025-02-18,XA00123431Y,925,20250306,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-24,2025-03-05,XA00777010Q,990,20250331,1/1/2025,6/30/2025,1007750,7750,7750,0,7750,530,7220,-1,True,False,False,EXCEEDED_PARTIAL
Y-24,2025-03-12,XA00996020K,955,20250331,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-24,2025-03-25,XA01522601S,999,20250331,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-24,2025-04-08,XA00136861I,1109,20250502,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-24,2025-04-23,XA02799476Q,1311,20250502,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-24,2025-05-07,XA01109061Z,1340,20250516,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-24,2025-05-21,XA02297639R,1221,20250624,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-24,2025-06-17,XA00857067A,299,20250804,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-24,2025-07-02,XA00942074L,396,20250804,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-24,2025-07-30,XA00636224N,566,20250819,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-24,2025-08-27,XA00378797T,260,20250915,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-24,2025-09-10,XA00902992D,221,20250930,7/1/2025,12/31/2025,1011650,11650,11650,0,11650,810,10840,-1,True,False,False,EXCEEDED_PARTIAL
Y-24,2026-01-12,XA021953192,198,20260320,7/1/2025,12/31/2025,39,39,39,0,0,0,0,39,False,False,False,MEASURED
Y-25,2025-03-12,XA00751004T,886,20250331,1/1/2025,6/30/2025,353,501,423,154,0,0,0,199,False,False,False,MEASURED
Y-25,2025-03-25,XA00569647Z,986,20250331,1/1/2025,6/30/2025,1173,1427,1294,268,240,20,220,665,False,False,False,MEASURED
Y-25,2025-04-08,XA00803297H,1127,20250502,1/1/2025,6/30/2025,42175,42175,42175,0,4020,270,3750,38155,False,False,False,MEASURED
Y-25,2025-04-23,XA007814954,1314,20250502,1/1/2025,6/30/2025,282209,226192,273108,0,90,0,90,282119,False,False,False,MEASURED
Y-25,2025-05-07,XA019189915,1391,20250516,1/1/2025,6/30/2025,198006,158696,191620,0,30,0,30,197976,False,False,False,MEASURED
Y-25,2025-05-21,XA01429076H,1268,20250624,1/1/2025,6/30/2025,1000120,120,120,0,120,0,120,-1,True,False,False,EXCEEDED_PARTIAL
Y-25,2025-06-11,XA00992046A,274,20250624,1/1/2025,6/30/2025,1000610,610,610,0,610,40,570,-1,True,False,False,EXCEEDED_PARTIAL
Y-25,2025-07-02,XA009415297,1389,20250804,1/1/2025,6/30/2025,1001170,1170,1170,0,1170,80,1090,-1,True,False,False,EXCEEDED_PARTIAL
Y-25,2025-07-17,XA01792518Z,515,20250804,7/1/2025,12/31/2025,1001230,1230,1230,0,1230,90,1140,-1,True,False,False,EXCEEDED_PARTIAL
Y-25,2025-08-27,XA01762008G,267,20250915,7/1/2025,12/31/2025,1001040,1040,1040,0,1040,80,960,-1,True,False,False,EXCEEDED_PARTIAL
Y-25,2025-09-10,XA025479136,257,20250930,7/1/2025,12/31/2025,1000170,170,170,0,170,10,160,-1,True,False,False,EXCEEDED_PARTIAL
Y-25,2026-01-08,XA02833887W,149,20260320,7/1/2025,12/31/2025,5,5,5,0,0,0,0,5,False,False,False,MEASURED
Y-26,2025-03-12,XA04105811M,899,20250331,1/1/2025,6/30/2025,240,246,240,0,0,0,0,240,False,False,False,MEASURED
Y-26,2025-03-25,XA00619090T,1042,20250331,1/1/2025,6/30/2025,187648,151132,181715,47401,3740,280,3460,136507,False,False,False,MEASURED
Y-26,2025-04-08,XA023098847,1133,20250502,1/1/2025,6/30/2025,574139,574139,574139,0,4600,380,4220,569539,False,False,False,MEASURED
Y-26,2025-04-23,XA00647082M,1071,20250502,1/1/2025,6/30/2025,1053,1033,1053,0,0,0,0,1053,False,False,False,MEASURED
Y-26,2025-05-07,XA02888476S,1364,20250516,1/1/2025,6/30/2025,1101,1082,1101,0,0,0,0,1101,False,False,False,MEASURED
Y-26,2025-05-21,XA04105883B,1250,20250624,1/1/2025,6/30/2025,19896,20229,19896,0,290,20,270,19606,False,False,False,MEASURED
Y-26,2025-06-17,XA00898468R,1227,20250804,1/1/2025,6/30/2025,290432,233634,281204,78727,4380,380,4000,207325,False,False,False,MEASURED
Y-26,2025-07-02,XA015368373,408,20250804,1/1/2025,6/30/2025,112828,90973,109277,20744,2760,190,2570,89324,False,False,False,MEASURED
Y-26,2025-07-30,XA001857629,551,20250819,7/1/2025,12/31/2025,407838,328290,394915,143812,7210,480,6730,256816,False,False,False,MEASURED
Y-26,2025-08-27,XA01021168O,311,20250915,7/1/2025,12/31/2025,112655,90535,109062,0,1250,100,1150,111405,False,False,False,MEASURED
Y-26,2025-09-10,XA02297289U,233,20250930,7/1/2025,12/31/2025,18714,14998,18111,0,0,0,0,18714,False,False,False,MEASURED
Y-26,2026-01-08,XA02551613G,194,20260320,7/1/2025,12/31/2025,10,10,10,0,0,0,0,10,False,False,False,MEASURED
Y-3,2025-03-12,XA01251792D,903,20250331,1/1/2025,6/30/2025,1492,1886,1679,414,0,0,0,1078,False,False,False,MEASURED
Y-3,2025-03-25,XA01891298X,1052,20250331,1/1/2025,6/30/2025,442351,442351,442351,0,3780,330,3450,438571,False,False,False,MEASURED
Y-3,2025-04-08,XA04105754E,1143,20250502,1/1/2025,6/30/2025,83982,83982,83982,0,2080,160,1920,81902,False,False,False,MEASURED
Y-3,2025-04-23,XA009505478,1076,20250502,1/1/2025,6/30/2025,770,732,770,0,0,0,0,770,False,False,False,MEASURED
Y-3,2025-05-07,XA001519865,1366,20250516,1/1/2025,6/30/2025,699,683,699,0,0,0,0,699,False,False,False,MEASURED
Y-3,2025-05-21,XA02902516H,1297,20250624,1/1/2025,6/30/2025,25231,25231,25231,0,220,20,200,25011,False,False,False,MEASURED
Y-3,2025-06-17,XA006980748,1197,20250804,1/1/2025,6/30/2025,708793,708793,708793,0,5420,470,4950,703373,False,False,False,MEASURED
Y-3,2025-07-02,XA009158772,395,20250804,1/1/2025,6/30/2025,260251,260251,260251,0,1650,110,1540,258601,False,False,False,MEASURED
Y-3,2025-07-30,XA02298420D,573,20250819,7/1/2025,12/31/2025,1007420,7420,7420,0,7420,530,6890,-1,True,False,False,EXCEEDED_PARTIAL
Y-3,2025-08-27,XA010119896,265,20250915,7/1/2025,12/31/2025,201072,201072,201072,0,1170,90,1080,199902,False,False,False,MEASURED
Y-3,2025-09-10,XA02494332C,218,20250930,7/1/2025,12/31/2025,18497,17515,18497,0,30,0,30,18467,False,False,False,MEASURED
Y-3,2026-01-08,XA00343453M,197,20260320,7/1/2025,12/31/2025,10,10,10,0,0,0,0,10,False,False,False,MEASURED
Y-30,2025-01-27,XA012954951,878,20250227,1/1/2025,6/30/2025,4560,6132,5311,1669,50,0,50,2841,False,False,False,MEASURED
Y-30,2025-02-18,XA01562132P,918,20250306,1/1/2025,6/30/2025,16397,21369,18972,5722,200,10,190,10475,False,False,False,MEASURED
Y-30,2025-03-05,XA04105449B,1004,20250331,1/1/2025,6/30/2025,160764,129161,155630,121505,1600,120,1480,37659,False,False,False,MEASURED
Y-30,2025-03-12,XA02484756W,1018,20250331,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-30,2025-03-25,XA01781919S,945,20250331,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-30,2025-04-08,XA00921831K,1110,20250502,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-30,2025-04-23,XA02896962R,1067,20250502,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-30,2025-05-07,XA00858916Y,1355,20250516,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-30,2025-05-21,XA00735715C,1360,20250624,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-30,2025-06-17,XA00837308C,1192,20250804,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-30,2025-07-02,XA00342991D,380,20250804,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-30,2025-07-30,XA00292661D,569,20250819,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-30,2025-08-27,XA00750411R,289,20250915,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-30,2025-09-10,XA01036676A,208,20250930,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-30,2026-01-12,XA00773767X,157,20260320,7/1/2025,12/31/2025,48,46,48,0,0,0,0,48,False,False,False,MEASURED
Y-32,2025-03-12,XA001138897,888,20250331,1/1/2025,6/30/2025,734,918,822,195,0,0,0,539,False,False,False,MEASURED
Y-32,2025-03-25,XA00866065D,975,20250331,1/1/2025,6/30/2025,19329,19329,19329,0,430,40,390,18899,False,False,False,MEASURED
Y-32,2025-04-08,XA00581474A,1125,20250502,1/1/2025,6/30/2025,103883,103883,103883,0,1640,140,1500,102243,False,False,False,MEASURED
Y-32,2025-04-23,XA02501385L,1102,20250502,1/1/2025,6/30/2025,112274,112274,112274,0,350,20,330,111924,False,False,False,MEASURED
Y-32,2025-05-07,XA02012721T,1350,20250516,1/1/2025,6/30/2025,72861,72861,72861,0,60,0,60,72801,False,False,False,MEASURED
Y-32,2025-05-21,XA005940793,1233,20250624,1/1/2025,6/30/2025,853917,853917,853917,0,120,10,110,853797,False,False,False,MEASURED
Y-32,2025-06-17,XA01802350W,1188,20250804,1/1/2025,6/30/2025,1013660,13660,13660,0,13660,1210,12450,-1,True,False,False,EXCEEDED_PARTIAL
Y-32,2025-07-02,XA00604064V,378,20250804,1/1/2025,6/30/2025,1004650,4650,4650,0,4650,310,4340,-1,True,False,False,EXCEEDED_PARTIAL
Y-32,2025-07-30,XA007491695,568,20250819,7/1/2025,12/31/2025,1009190,9190,9190,0,9190,620,8570,-1,True,False,False,EXCEEDED_PARTIAL
Y-32,2025-08-27,XA006867227,512,20250915,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-32,2025-09-10,XA01296711A,229,20250930,7/1/2025,12/31/2025,1000030,30,30,0,30,0,30,-1,True,False,False,EXCEEDED_PARTIAL
Y-32,2026-01-12,XA01137376E,168,20260320,7/1/2025,12/31/2025,7,7,7,0,0,0,0,7,False,False,False,MEASURED
Y-34,2025-03-12,XA01835762A,887,20250331,1/1/2025,6/30/2025,187,260,223,78,0,0,0,109,False,False,False,MEASURED
Y-34,2025-03-25,XA01088102N,1034,20250331,1/1/2025,6/30/2025,675,803,737,138,200,10,190,337,False,False,False,MEASURED
Y-34,2025-04-08,XA009185684,1132,20250502,1/1/2025,6/30/2025,63603,63603,63603,0,4900,270,4630,58703,False,False,False,MEASURED
Y-34,2025-04-23,XA007347682,1060,20250502,1/1/2025,6/30/2025,265801,213040,257229,0,80,0,80,265721,False,False,False,MEASURED
Y-34,2025-05-07,XA01805230X,1345,20250516,1/1/2025,6/30/2025,234849,188233,227275,0,80,10,70,234769,False,False,False,MEASURED
Y-34,2025-05-21,XA02218531O,1286,20250624,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Y-34,2025-06-11,XA00884060L,1172,20250624,1/1/2025,6/30/2025,1000380,380,380,0,380,30,350,-1,True,False,False,EXCEEDED_PARTIAL
Y-34,2025-07-02,XA007338962,297,20250804,1/1/2025,6/30/2025,1000950,950,950,0,950,70,880,-1,True,False,False,EXCEEDED_PARTIAL
Y-34,2025-07-17,XA00028089H,524,20250804,7/1/2025,12/31/2025,1001040,1040,1040,0,1040,80,960,-1,True,False,False,EXCEEDED_PARTIAL
Y-34,2025-08-27,XA00329717A,282,20250915,7/1/2025,12/31/2025,1001400,1400,1400,0,1400,110,1290,-1,True,False,False,EXCEEDED_PARTIAL
Y-34,2025-09-10,XA01068295A,255,20250930,7/1/2025,12/31/2025,1000130,130,130,0,130,10,120,-1,True,False,False,EXCEEDED_PARTIAL
Y-34,2026-01-08,XA01802805H,146,20260320,7/1/2025,12/31/2025,6,6,6,0,0,0,0,6,False,False,False,MEASURED
Y-36,2025-03-12,XA00789767P,909,20250331,1/1/2025,6/30/2025,311,422,364,117,0,0,0,194,False,False,False,MEASURED
Y-36,2025-03-25,XA00742852D,1023,20250331,1/1/2025,6/30/2025,1905,2463,2179,609,210,20,190,1086,False,False,False,MEASURED
Y-36,2025-04-08,XA01865818V,1146,20250502,1/1/2025,6/30/2025,32673,32673,32673,0,3850,310,3540,28823,False,False,False,MEASURED
Y-36,2025-04-23,XA00555126J,1069,20250502,1/1/2025,6/30/2025,147344,118107,142594,0,100,0,100,147244,False,False,False,MEASURED
Y-36,2025-05-07,XA02061049G,1378,20250516,1/1/2025,6/30/2025,183766,183766,183766,0,40,0,40,183726,False,False,False,MEASURED
Y-36,2025-05-21,XA04104973B,1241,20250624,1/1/2025,6/30/2025,1000110,110,110,0,110,0,110,-1,True,False,False,EXCEEDED_PARTIAL
Y-36,2025-06-11,XA02256055I,1184,20250624,1/1/2025,6/30/2025,1000690,690,690,0,690,50,640,-1,True,False,False,EXCEEDED_PARTIAL
Y-36,2025-07-02,XA01082406F,1386,20250804,1/1/2025,6/30/2025,1001190,1190,1190,0,1190,110,1080,-1,True,False,False,EXCEEDED_PARTIAL
Y-36,2025-07-17,XA01914473H,520,20250804,7/1/2025,12/31/2025,1001280,1280,1280,0,1280,80,1200,-1,True,False,False,EXCEEDED_PARTIAL
Y-36,2025-08-27,XA028917703,281,20250915,7/1/2025,12/31/2025,1001740,1740,1740,0,1740,120,1620,-1,True,False,False,EXCEEDED_PARTIAL
Y-36,2025-09-10,XA04109971A,251,20250930,7/1/2025,12/31/2025,1000340,340,340,0,340,20,320,-1,True,False,False,EXCEEDED_PARTIAL
Y-36,2026-01-08,XA02444336E,153,20260320,7/1/2025,12/31/2025,6,6,6,0,0,0,0,6,False,False,False,MEASURED
Y-38,2025-03-12,XA00749847X,897,20250331,1/1/2025,6/30/2025,406,544,470,141,0,0,0,265,False,False,False,MEASURED
Y-38,2025-03-25,XA00555831E,1049,20250331,1/1/2025,6/30/2025,3269,3678,3453,409,60,0,60,2800,False,False,False,MEASURED
Y-38,2025-04-08,XA00850422N,1117,20250502,1/1/2025,6/30/2025,5896,6928,6361,1032,550,50,500,4314,False,False,False,MEASURED
Y-38,2025-04-23,XA04105401V,1066,20250502,1/1/2025,6/30/2025,6754,6754,6754,0,130,10,120,6624,False,False,False,MEASURED
Y-38,2025-05-07,XA00927047H,1393,20250516,1/1/2025,6/30/2025,3453,3453,3453,0,0,0,0,3453,False,False,False,MEASURED
Y-38,2025-05-21,XA00987964R,1279,20250624,1/1/2025,6/30/2025,28384,28384,28384,0,180,10,170,28204,False,False,False,MEASURED
Y-38,2025-06-11,XA02243486A,282,20250624,1/1/2025,6/30/2025,100653,100653,100653,0,680,50,630,99973,False,False,False,MEASURED
Y-38,2025-07-02,XA017525690,294,20250804,1/1/2025,6/30/2025,163984,163984,163984,0,1070,70,1000,162914,False,False,False,MEASURED
Y-38,2025-07-17,XA00900087O,523,20250804,7/1/2025,12/31/2025,141155,141155,141155,0,2790,160,2630,138365,False,False,False,MEASURED
Y-38,2025-08-27,XA026762738,293,20250915,7/1/2025,12/31/2025,466716,466716,466716,0,2540,200,2340,464176,False,False,False,MEASURED
Y-38,2025-09-10,XA00619968Y,253,20250930,7/1/2025,12/31/2025,50252,50252,50252,0,150,20,130,50102,False,False,False,MEASURED
Y-38,2026-01-08,XA02140783E,162,20260320,7/1/2025,12/31/2025,11,11,11,0,0,0,0,11,False,False,False,MEASURED
Y-39,2025-03-12,XA01149896Y,896,20250331,1/1/2025,6/30/2025,69499,55855,67283,24868,780,60,720,43851,False,False,False,MEASURED
Y-39,2025-03-25,XA007526393,1037,20250331,1/1/2025,6/30/2025,35880,35880,35880,5736,4280,340,3940,25864,False,False,False,MEASURED
Y-39,2025-04-08,XA01110376P,1157,20250502,1/1/2025,6/30/2025,33227,33227,33227,0,6140,650,5490,27087,False,False,False,MEASURED
Y-39,2025-04-23,XA01033444O,1100,20250502,1/1/2025,6/30/2025,17538,17203,17538,0,520,60,460,17018,False,False,False,MEASURED
Y-39,2025-05-07,XA025129575,1396,20250516,1/1/2025,6/30/2025,14354,14122,14354,0,640,80,560,13714,False,False,False,MEASURED
Y-39,2025-05-21,XA00114682O,1270,20250624,1/1/2025,6/30/2025,155658,155658,155658,0,370,70,300,155288,False,False,False,MEASURED
Y-39,2025-06-11,XA00631228K,1204,20250624,1/1/2025,6/30/2025,400950,321408,388028,0,350,50,300,400600,False,False,False,MEASURED
Y-39,2025-07-02,XA01767855W,295,20250804,1/1/2025,6/30/2025,561823,450346,543712,0,390,50,340,561433,False,False,False,MEASURED
Y-39,2025-07-17,XA00673100U,546,20250804,7/1/2025,12/31/2025,516377,516377,516377,0,780,60,720,515597,False,False,False,MEASURED
Y-39,2025-08-27,XA018095759,283,20250915,7/1/2025,12/31/2025,1000750,750,750,0,750,80,670,-1,True,False,False,EXCEEDED_PARTIAL
Y-39,2025-09-10,XA018774931,300,20260320,7/1/2025,12/31/2025,391596,391596,391596,0,30,0,0,391566,False,False,False,MEASURED
Y-39,2026-01-08,XA011296859,190,20260320,7/1/2025,12/31/2025,5,5,5,0,0,0,0,5,False,False,False,MEASURED
Y-4,2025-01-27,XA005960981,963,20250227,1/1/2025,6/30/2025,218,214,218,0,0,0,0,218,False,False,False,MEASURED
Y-4,2025-02-18,XA00872203L,938,20250306,1/1/2025,6/30/2025,109396,90107,106262,66621,12250,760,11490,30525,False,False,False,MEASURED
Y-4,2025-03-05,XA01529003T,1020,20250331,1/1/2025,6/30/2025,5072,7394,5072,2510,680,40,640,1882,False,False,False,MEASURED
Y-4,2025-03-12,XA008567536,967,20250331,1/1/2025,6/30/2025,18039,14699,17496,4659,1220,80,1140,12160,False,False,False,MEASURED
Y-4,2025-03-25,XA01265931B,1054,20250331,1/1/2025,6/30/2025,36870,36870,36870,7251,2960,230,2730,26659,False,False,False,MEASURED
Y-4,2025-04-08,XA007813493,1107,20250502,1/1/2025,6/30/2025,141509,116614,137464,76477,16130,1040,15090,48902,False,False,False,MEASURED
Y-4,2025-04-23,XA01023226S,1065,20250502,1/1/2025,6/30/2025,22628,18421,21944,7231,1440,120,1320,13957,False,False,False,MEASURED
Y-4,2025-05-07,XA007644682,1358,20250516,1/1/2025,6/30/2025,34755,34755,34755,0,2070,120,1950,32685,False,False,False,MEASURED
Y-4,2025-05-21,XA01428236I,1274,20250624,1/1/2025,6/30/2025,40163,40163,40163,6770,1610,110,1500,31783,False,False,False,MEASURED
Y-4,2025-06-11,XA02489808Q,276,20250624,1/1/2025,6/30/2025,77354,62458,74934,0,2330,160,2170,75024,False,False,False,MEASURED
Y-4,2025-07-02,XA006594177,1398,20250804,1/1/2025,6/30/2025,87653,70844,84922,0,3000,170,2830,84653,False,False,False,MEASURED
Y-4,2025-07-17,XA00562367A,538,20250804,7/1/2025,12/31/2025,66679,54055,64628,12366,3100,140,2960,51213,False,False,False,MEASURED
Y-4,2025-08-27,XA01829998P,298,20250915,7/1/2025,12/31/2025,234105,188785,226742,0,5860,400,5460,228245,False,False,False,MEASURED
Y-4,2025-09-10,XA00582145G,256,20250930,7/1/2025,12/31/2025,39332,31824,38112,0,1520,90,1430,37812,False,False,False,MEASURED
Y-4,2026-01-12,XA02325654E,178,20260320,7/1/2025,12/31/2025,28,28,28,0,0,0,0,28,False,False,False,MEASURED
Y-40,2025-03-12,XA02757620D,898,20250331,1/1/2025,6/30/2025,132,127,132,0,0,0,0,132,False,False,False,MEASURED
Y-40,2025-03-25,XA00630741N,1040,20250331,1/1/2025,6/30/2025,56099,45584,54391,0,3140,240,2900,52959,False,False,False,MEASURED
Y-40,2025-04-08,XA00828689X,1153,20250502,1/1/2025,6/30/2025,136007,109845,131756,39204,4250,230,4020,92553,False,False,False,MEASURED
Y-40,2025-04-23,XA00951300T,1310,20250502,1/1/2025,6/30/2025,1100,1100,1100,0,0,0,0,1100,False,False,False,MEASURED
Y-40,2025-05-07,XA01802351U,1333,20250516,1/1/2025,6/30/2025,1269,1269,1269,0,30,0,30,1239,False,False,False,MEASURED
Y-40,2025-05-21,XA00820303V,1261,20250624,1/1/2025,6/30/2025,19011,19011,19011,0,200,20,180,18811,False,False,False,MEASURED
Y-40,2025-06-17,XA008919430,1210,20250804,1/1/2025,6/30/2025,343842,343842,343842,0,5130,350,4780,338712,False,False,False,MEASURED
Y-40,2025-07-02,XA002998612,404,20250804,1/1/2025,6/30/2025,124704,124704,124704,12681,1620,110,1510,110403,False,False,False,MEASURED
Y-40,2025-07-30,XA00949399W,571,20250819,7/1/2025,12/31/2025,453781,453781,453781,0,6190,520,5670,447591,False,False,False,MEASURED
Y-40,2025-08-27,XA028951917,511,20250915,7/1/2025,12/31/2025,216522,216522,216522,0,1170,80,1090,215352,False,False,False,MEASURED
Y-40,2025-09-10,XA00940594B,210,20250930,7/1/2025,12/31/2025,40913,40913,40913,0,0,0,0,40913,False,False,False,MEASURED
Y-40,2026-01-08,XA01278344B,189,20260320,7/1/2025,12/31/2025,10,10,10,0,0,0,0,10,False,False,False,MEASURED
Y-5,2025-01-27,XA023482199,964,20250227,1/1/2025,6/30/2025,208565,167160,201838,94910,40,0,40,113615,False,False,False,MEASURED
Y-5,2025-02-18,XA00793422D,949,20250306,1/1/2025,6/30/2025,1008990,8990,8990,0,8990,770,8220,-1,True,False,False,EXCEEDED_PARTIAL
Y-5,2025-03-05,XA00263027M,1010,20250331,1/1/2025,6/30/2025,1006310,6310,6310,0,6310,420,5890,-1,True,False,False,EXCEEDED_PARTIAL
Y-5,2025-03-12,XA00634143R,941,20250331,1/1/2025,6/30/2025,503507,404666,487449,178292,5710,430,5280,319505,False,False,False,MEASURED
Y-5,2025-03-25,XA007794833,1036,20250331,1/1/2025,6/30/2025,409756,329192,396667,176680,4010,220,3790,229066,False,False,False,MEASURED
Y-5,2025-04-08,XA02887669K,1130,20250502,1/1/2025,6/30/2025,263540,255881,255089,254331,1550,120,1430,7659,False,False,False,MEASURED
