plate,collection_date,badge_serial,landauer_part_nbr,landauer_report_date,begin_wear,end_wear,body_mrem,skin_mrem,eye_mrem,beta_mrem,neutron_mrem,nt_mrem,nf_mrem,photon_mrem,exceeded_1000rad,saturated_osl,neutron_exceeded,dose_status
Hn-9,2026-01-08,XA00201372Z,186,20260320,7/1/2025,12/31/2025,10,10,10,0,0,0,0,10,False,False,False,MEASURED
Hs-1,2025-03-12,XA00597014G,912,20250331,1/1/2025,6/30/2025,751,751,751,0,0,0,0,751,False,False,False,MEASURED
Hs-1,2025-03-25,XA01852799S,976,20250331,1/1/2025,6/30/2025,13444,13444,13444,0,380,20,360,13064,False,False,False,MEASURED
Hs-1,2025-04-08,XA01974937R,1114,20250502,1/1/2025,6/30/2025,35603,35603,35603,0,1390,130,1260,34213,False,False,False,MEASURED
Hs-1,2025-04-23,XA012973456,1101,20250502,1/1/2025,6/30/2025,10864,10864,10864,0,250,20,230,10614,False,False,False,MEASURED
Hs-1,2025-05-07,XA008368538,1357,20250516,1/1/2025,6/30/2025,4422,4422,4422,0,30,0,30,4392,False,False,False,MEASURED
Hs-1,2025-05-21,XA00992033H,1260,20250624,1/1/2025,6/30/2025,26001,26001,26001,0,130,10,120,25871,False,False,False,MEASURED
Hs-1,2025-06-17,XA009329638,1185,20250804,1/1/2025,6/30/2025,552374,552374,552374,0,11910,930,10980,540464,False,False,False,MEASURED
Hs-1,2025-07-02,XA007049684,382,20250804,1/1/2025,6/30/2025,270445,270445,270445,0,6100,430,5670,264345,False,False,False,MEASURED
Hs-1,2025-07-30,XA00829167C,570,20250819,7/1/2025,12/31/2025,596843,596843,596843,0,9540,740,8800,587303,False,False,False,MEASURED
Hs-1,2025-08-27,XA01370041U,306,20250915,7/1/2025,12/31/2025,187772,150488,181715,0,0,0,0,187772,False,False,False,MEASURED
Hs-1,2025-09-10,XA00541196I,225,20250930,7/1/2025,12/31/2025,61025,61025,61025,0,0,0,0,61025,False,False,False,MEASURED
Hs-1,2026-01-12,XA00788990X,147,20260320,7/1/2025,12/31/2025,6,6,6,0,0,0,0,6,False,False,False,MEASURED
Hs-10,2025-03-12,XA007941971,874,20250331,1/1/2025,6/30/2025,188,279,230,94,0,0,0,94,False,False,False,MEASURED
Hs-10,2025-03-25,XA010883194,1002,20250331,1/1/2025,6/30/2025,7810,12071,9821,4469,430,30,400,2911,False,False,False,MEASURED
Hs-10,2025-04-08,XA011990964,1169,20250502,1/1/2025,6/30/2025,76056,61381,73672,36935,2150,150,2000,36971,False,False,False,MEASURED
Hs-10,2025-04-23,XA00076910G,1058,20250502,1/1/2025,6/30/2025,249900,249900,249900,0,240,20,220,249660,False,False,False,MEASURED
Hs-10,2025-05-07,XA02417260S,1330,20250516,1/1/2025,6/30/2025,193493,193493,193493,0,30,0,30,193463,False,False,False,MEASURED
Hs-10,2025-05-21,XA01986924U,1249,20250624,1/1/2025,6/30/2025,1000140,140,140,0,140,10,130,-1,True,False,False,EXCEEDED_PARTIAL
Hs-10,2025-06-17,XA02273353F,278,20250804,1/1/2025,6/30/2025,1013760,13760,13760,0,13760,1040,12720,-1,True,False,False,EXCEEDED_PARTIAL
Hs-10,2025-07-02,XA02358044I,416,20250804,1/1/2025,6/30/2025,1004080,4080,4080,0,4080,340,3740,-1,True,False,False,EXCEEDED_PARTIAL
Hs-10,2025-07-30,XA028858022,567,20250819,7/1/2025,12/31/2025,1010330,10330,10330,0,10330,670,9660,-1,True,False,False,EXCEEDED_PARTIAL
Hs-10,2025-08-27,XA00813136P,258,20250915,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-10,2025-09-10,XA00533407J,209,20250930,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-10,2026-01-12,XA02484709V,165,20260320,7/1/2025,12/31/2025,6,6,6,0,0,0,0,6,False,False,False,MEASURED
Hs-12,2025-03-12,XA00569085B,915,20250331,1/1/2025,6/30/2025,215085,229039,208206,227189,1850,140,1710,0,False,False,False,MEASURED
Hs-12,2025-03-25,XA007582949,1027,20250331,1/1/2025,6/30/2025,38062,31450,36988,0,4760,500,4260,33302,False,False,False,MEASURED
Hs-12,2025-04-08,XA02895407Y,1154,20250502,1/1/2025,6/30/2025,36536,36536,36536,0,6190,510,5680,30346,False,False,False,MEASURED
Hs-12,2025-04-23,XA008828037,1095,20250502,1/1/2025,6/30/2025,8049,7836,8049,0,480,40,440,7569,False,False,False,MEASURED
Hs-12,2025-05-07,XA008566538,1331,20250516,1/1/2025,6/30/2025,6527,6427,6527,0,430,80,350,6097,False,False,False,MEASURED
Hs-12,2025-05-21,XA02895518T,1285,20250624,1/1/2025,6/30/2025,54241,54241,54241,0,350,40,310,53891,False,False,False,MEASURED
Hs-12,2025-06-11,XA00096492A,1245,20250624,1/1/2025,6/30/2025,234315,234315,234315,0,500,60,440,233815,False,False,False,MEASURED
Hs-12,2025-07-02,XA01411626K,1385,20250804,1/1/2025,6/30/2025,221932,177937,214785,0,360,50,310,221572,False,False,False,MEASURED
Hs-12,2025-07-17,XA02318805C,544,20250804,7/1/2025,12/31/2025,140902,113066,136380,0,710,70,640,140192,False,False,False,MEASURED
Hs-12,2025-08-27,XA003659429,278,20250915,7/1/2025,12/31/2025,750019,750019,750019,0,700,90,610,749319,False,False,False,MEASURED
Hs-12,2025-09-10,XA011507298,242,20250930,7/1/2025,12/31/2025,115285,115285,115285,0,0,0,0,115285,False,False,False,MEASURED
Hs-12,2026-01-08,XA021955651,195,20260320,7/1/2025,12/31/2025,8,8,8,0,0,0,0,8,False,False,False,MEASURED
Hs-13,2025-01-27,XA018812864,1007,20250227,1/1/2025,6/30/2025,1000280,280,280,0,280,20,260,-1,True,False,False,EXCEEDED_PARTIAL
Hs-13,2025-02-18,XA00798501A,937,20250306,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-13,2025-03-05,XA02907010Y,930,20250331,1/1/2025,6/30/2025,1007360,7360,7360,0,7360,500,6860,-1,True,False,False,EXCEEDED_PARTIAL
Hs-13,2025-03-12,XA02432427F,953,20250331,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-13,2025-03-25,XA01123582N,960,20250331,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-13,2025-04-08,XA02581351G,1131,20250502,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-13,2025-04-23,XA02110336R,1142,20250502,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-13,2025-05-07,XA009296936,1353,20250516,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-13,2025-05-21,XA00827616B,1224,20250624,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-13,2025-06-17,XA00087305G,273,20250804,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-13,2025-07-02,XA00003619L,412,20250804,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-13,2025-07-30,XA00743521N,549,20250819,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-13,2025-08-27,XA024891373,287,20250915,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-13,2025-09-10,XA01139636A,219,20250930,7/1/2025,12/31/2025,1011570,11570,11570,0,11570,730,10840,-1,True,False,False,EXCEEDED_PARTIAL
Hs-13,2026-01-12,XA005647159,192,20260320,7/1/2025,12/31/2025,35,35,35,0,0,0,0,35,False,False,False,MEASURED
Hs-14,2025-03-12,XA01048506F,894,20250331,1/1/2025,6/30/2025,1234,1571,1394,357,280,20,260,597,False,False,False,MEASURED
Hs-14,2025-03-25,XA00620175Q,944,20250331,1/1/2025,6/30/2025,171734,171734,171734,0,9980,700,9280,161754,False,False,False,MEASURED
Hs-14,2025-04-08,XA02218551M,1162,20250502,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-14,2025-04-23,XA01435335J,1089,20250502,1/1/2025,6/30/2025,165708,133022,160397,0,1090,110,980,164618,False,False,False,MEASURED
Hs-14,2025-05-07,XA02356283E,1347,20250516,1/1/2025,6/30/2025,113896,91579,110270,0,1500,150,1350,112396,False,False,False,MEASURED
Hs-14,2025-05-21,XA02109702N,1263,20250624,1/1/2025,6/30/2025,1001040,1040,1040,0,1040,80,960,-1,True,False,False,EXCEEDED_PARTIAL
Hs-14,2025-06-11,XA00555341N,1181,20250624,1/1/2025,6/30/2025,1000620,620,620,0,620,50,570,-1,True,False,False,EXCEEDED_PARTIAL
Hs-14,2025-07-02,XA00702681O,1399,20250804,1/1/2025,6/30/2025,1000860,860,860,0,860,100,760,-1,True,False,False,EXCEEDED_PARTIAL
Hs-14,2025-07-17,XA003142121,541,20250804,7/1/2025,12/31/2025,1000560,560,560,0,560,40,520,-1,True,False,False,EXCEEDED_PARTIAL
Hs-14,2025-08-27,XA02676665X,292,20250915,7/1/2025,12/31/2025,1000770,770,770,0,770,70,700,-1,True,False,False,EXCEEDED_PARTIAL
Hs-14,2025-09-10,XA006974816,249,20250930,7/1/2025,12/31/2025,1000140,140,140,0,140,20,120,-1,True,False,False,EXCEEDED_PARTIAL
Hs-14,2026-01-08,XA01010145Z,217,20260320,7/1/2025,12/31/2025,9,9,9,0,0,0,0,9,False,False,False,MEASURED
Hs-15,2025-01-27,XA00558841A,877,20250227,1/1/2025,6/30/2025,82273,65957,79622,30189,100,0,100,51984,False,False,False,MEASURED
Hs-15,2025-02-18,XA02041286I,917,20250306,1/1/2025,6/30/2025,1019510,19510,19510,0,19510,960,18550,-1,True,False,False,EXCEEDED_PARTIAL
Hs-15,2025-03-05,XA02888723X,942,20250331,1/1/2025,6/30/2025,1012680,12680,12680,0,12680,710,11970,-1,True,False,False,EXCEEDED_PARTIAL
Hs-15,2025-03-12,XA00855430L,954,20250331,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-15,2025-03-25,XA027577912,959,20250331,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-15,2025-04-08,XA00008746H,1121,20250502,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-15,2025-04-23,XA02537977U,1080,20250502,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-15,2025-05-07,XA008641984,1381,20250516,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-15,2025-05-21,XA00535524J,1257,20250624,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-15,2025-06-11,XA02590478X,1211,20250624,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-15,2025-07-02,XA01115708F,304,20250804,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-15,2025-07-17,XA00244338G,537,20250804,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-15,2025-08-27,XA00012929D,268,20250915,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-15,2025-09-10,XA00819384E,244,20250930,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-15,2026-01-12,XA008555937,141,20260320,7/1/2025,12/31/2025,63,63,63,0,0,0,0,63,False,False,False,MEASURED
Hs-16,2025-03-12,XA014222201,893,20250331,1/1/2025,6/30/2025,5972,6186,6203,0,420,30,390,5552,False,False,False,MEASURED
Hs-16,2025-03-25,XA00632914E,1000,20250331,1/1/2025,6/30/2025,156976,156976,156976,0,7880,540,7340,149096,False,False,False,MEASURED
Hs-16,2025-04-08,XA00762050T,1108,20250502,1/1/2025,6/30/2025,158921,158921,158921,0,7440,510,6930,151481,False,False,False,MEASURED
Hs-16,2025-04-23,XA00742673D,1099,20250502,1/1/2025,6/30/2025,91290,91290,91290,0,720,90,630,90570,False,False,False,MEASURED
Hs-16,2025-05-07,XA00374276B,1323,20250516,1/1/2025,6/30/2025,59011,59011,59011,0,1000,140,860,58011,False,False,False,MEASURED
Hs-16,2025-05-21,XA02333521P,1237,20250624,1/1/2025,6/30/2025,757275,757275,757275,0,820,60,760,756455,False,False,False,MEASURED
Hs-16,2025-06-11,XA00644692C,277,20250624,1/1/2025,6/30/2025,1000870,870,870,0,870,60,810,-1,True,False,False,EXCEEDED_PARTIAL
Hs-16,2025-07-02,XA01908030X,288,20250804,1/1/2025,6/30/2025,1000530,530,530,0,530,70,460,-1,True,False,False,EXCEEDED_PARTIAL
Hs-16,2025-07-17,XA007795823,531,20250804,7/1/2025,12/31/2025,1001140,1140,1140,0,1140,100,1040,-1,True,False,False,EXCEEDED_PARTIAL
Hs-16,2025-08-27,XA01090452I,271,20250915,7/1/2025,12/31/2025,1000810,810,810,0,810,80,730,-1,True,False,False,EXCEEDED_PARTIAL
Hs-16,2025-09-10,XA006881590,303,20250930,7/1/2025,12/31/2025,1000120,120,120,0,120,10,110,-1,True,False,False,EXCEEDED_PARTIAL
Hs-16,2026-01-08,XA022945536,200,20260320,7/1/2025,12/31/2025,0,0,0,0,0,0,0,0,False,False,False,MEASURED
Hs-17,2025-03-12,XA00607746C,882,20250331,1/1/2025,6/30/2025,158,255,205,104,0,0,0,54,False,False,False,MEASURED
Hs-17,2025-03-25,XA00822711O,974,20250331,1/1/2025,6/30/2025,16051,20214,17924,4163,570,40,530,11318,False,False,False,MEASURED
Hs-17,2025-04-08,XA005799215,1139,20250502,1/1/2025,6/30/2025,170507,170507,170507,0,2230,230,2000,168277,False,False,False,MEASURED
Hs-17,2025-04-23,XA00010729J,1075,20250502,1/1/2025,6/30/2025,151054,151054,151054,0,420,30,390,150634,False,False,False,MEASURED
Hs-17,2025-05-07,XA006157595,1338,20250516,1/1/2025,6/30/2025,107236,107236,107236,0,60,0,60,107176,False,False,False,MEASURED
Hs-17,2025-05-21,XA01351771G,1246,20250624,1/1/2025,6/30/2025,1000220,220,220,0,220,20,200,-1,True,False,False,EXCEEDED_PARTIAL
Hs-17,2025-06-17,XA00369280J,1283,20250804,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-17,2025-07-02,XA02553241N,402,20250804,1/1/2025,6/30/2025,1007020,7020,7020,0,7020,600,6420,-1,True,False,False,EXCEEDED_PARTIAL
Hs-17,2025-07-30,XA00658072K,564,20250819,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-17,2025-08-27,XA02336570J,513,20250915,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-17,2025-09-10,XA014681982,203,20250930,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-17,2026-01-12,XA03481378Z,143,20260320,7/1/2025,12/31/2025,11,11,11,0,0,0,0,11,False,False,False,MEASURED
Hs-18,2025-01-27,XA00642026P,875,20250227,1/1/2025,6/30/2025,3919,4910,4365,990,50,0,50,2879,False,False,False,MEASURED
Hs-18,2025-02-18,XA01049024Q,924,20250306,1/1/2025,6/30/2025,12984,17563,15139,5228,270,10,260,7486,False,False,False,MEASURED
Hs-18,2025-03-05,XA01190126I,929,20250331,1/1/2025,6/30/2025,112774,90686,109185,50104,1530,110,1420,61140,False,False,False,MEASURED
Hs-18,2025-03-12,XA013718439,956,20250331,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-18,2025-03-25,XA008277276,989,20250331,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-18,2025-04-08,XA024418185,1126,20250502,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-18,2025-04-23,XA023495184,1068,20250502,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-18,2025-05-07,XA02109371Q,1334,20250516,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-18,2025-05-21,XA006345398,1289,20250624,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-18,2025-06-17,XA02595536Y,1177,20250804,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-18,2025-07-02,XA010438759,394,20250804,1/1/2025,6/30/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-18,2025-07-30,XA01917155I,561,20250819,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-18,2025-08-27,XA01144774B,521,20250915,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-18,2025-09-10,XA018806271,224,20250930,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-18,2026-01-12,XA025359841,191,20260320,7/1/2025,12/31/2025,71,71,71,0,0,0,0,71,False,False,False,MEASURED
Hs-2,2025-03-12,XA02163080R,890,20250331,1/1/2025,6/30/2025,460,586,519,154,0,0,0,306,False,False,False,MEASURED
Hs-2,2025-03-25,XA04105782F,1026,20250331,1/1/2025,6/30/2025,18950,18950,18950,0,520,50,470,18430,False,False,False,MEASURED
Hs-2,2025-04-08,XA02006005Z,1163,20250502,1/1/2025,6/30/2025,85344,85344,85344,0,1780,140,1640,83564,False,False,False,MEASURED
Hs-2,2025-04-23,XA02543365D,1074,20250502,1/1/2025,6/30/2025,89571,89571,89571,0,350,20,330,89221,False,False,False,MEASURED
Hs-2,2025-05-07,XA01057705C,1376,20250516,1/1/2025,6/30/2025,53416,53416,53416,0,60,0,60,53356,False,False,False,MEASURED
Hs-2,2025-05-21,XA00734423M,1282,20250624,1/1/2025,6/30/2025,562571,562571,562571,0,150,10,140,562421,False,False,False,MEASURED
Hs-2,2025-06-17,XA00216612S,300,20250804,1/1/2025,6/30/2025,1005870,5870,5870,0,5870,1030,4840,-1,True,False,False,EXCEEDED_PARTIAL
Hs-2,2025-07-02,XA005368284,406,20250804,1/1/2025,6/30/2025,1005660,5660,5660,0,5660,400,5260,-1,True,False,False,EXCEEDED_PARTIAL
Hs-2,2025-07-30,XA00796171D,563,20250819,7/1/2025,12/31/2025,1009800,9800,9800,0,9800,690,9110,-1,True,False,False,EXCEEDED_PARTIAL
Hs-2,2025-08-27,XA01029526G,261,20250915,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-2,2025-09-10,XA00789278W,207,20250930,7/1/2025,12/31/2025,1000040,40,40,0,40,0,40,-1,True,False,False,EXCEEDED_PARTIAL
Hs-2,2026-01-12,XA02712302U,148,20260320,7/1/2025,12/31/2025,5,5,5,0,0,0,0,5,False,False,False,MEASURED
Hs-20,2025-03-12,XA01121426P,911,20250331,1/1/2025,6/30/2025,2112,2488,2296,408,410,30,380,1294,False,False,False,MEASURED
Hs-20,2025-03-25,XA010277199,1028,20250331,1/1/2025,6/30/2025,200306,200306,200306,38178,7770,710,7060,154358,False,False,False,MEASURED
Hs-20,2025-04-08,XA01407363O,1115,20250502,1/1/2025,6/30/2025,509803,509803,509803,0,0,0,0,509803,False,False,True,MEASURED
Hs-20,2025-04-23,XA00813523O,1081,20250502,1/1/2025,6/30/2025,118137,118137,118137,0,930,80,850,117207,False,False,False,MEASURED
Hs-20,2025-05-07,XA007867143,1337,20250516,1/1/2025,6/30/2025,97691,97691,97691,0,1230,150,1080,96461,False,False,False,MEASURED
Hs-20,2025-05-21,XA011825468,1267,20250624,1/1/2025,6/30/2025,1000790,790,790,0,790,70,720,-1,True,False,False,EXCEEDED_PARTIAL
Hs-20,2025-06-11,XA00936781A,1203,20250624,1/1/2025,6/30/2025,1000950,950,950,0,950,70,880,-1,True,False,False,EXCEEDED_PARTIAL
Hs-20,2025-07-02,XA00930920K,1405,20250804,1/1/2025,6/30/2025,1000850,850,850,0,850,80,770,-1,True,False,False,EXCEEDED_PARTIAL
Hs-20,2025-07-17,XA00764126G,526,20250804,7/1/2025,12/31/2025,1001150,1150,1150,0,1150,70,1080,-1,True,False,False,EXCEEDED_PARTIAL
Hs-20,2025-08-27,XA02350008M,274,20250915,7/1/2025,12/31/2025,1000650,650,650,0,650,80,570,-1,True,False,False,EXCEEDED_PARTIAL
Hs-20,2025-09-10,XA02539125H,250,20250930,7/1/2025,12/31/2025,1000120,120,120,0,120,10,110,-1,True,False,False,EXCEEDED_PARTIAL
Hs-20,2026-01-08,XA01094391E,172,20260320,7/1/2025,12/31/2025,9,9,9,0,0,0,0,9,False,False,False,MEASURED
Hs-3,2025-03-12,XA015259762,873,20250331,1/1/2025,6/30/2025,80,109,93,29,0,0,0,51,False,False,False,MEASURED
Hs-3,2025-03-25,XA002794862,1035,20250331,1/1/2025,6/30/2025,3267,4528,3889,1382,390,30,360,1495,False,False,False,MEASURED
Hs-3,2025-04-08,XA007780783,1136,20250502,1/1/2025,6/30/2025,37643,30401,36467,13237,1170,90,1080,23236,False,False,False,MEASURED
Hs-3,2025-04-23,XA00600179M,1098,20250502,1/1/2025,6/30/2025,216168,173284,209201,0,190,20,170,215978,False,False,False,MEASURED
Hs-3,2025-05-07,XA01107567F,1371,20250516,1/1/2025,6/30/2025,194438,155831,188166,0,0,0,0,194438,False,False,False,MEASURED
Hs-3,2025-05-21,XA01075522I,1218,20250624,1/1/2025,6/30/2025,1000110,110,110,0,110,0,110,-1,True,False,False,EXCEEDED_PARTIAL
Hs-3,2025-06-17,XA02692528X,1216,20250804,1/1/2025,6/30/2025,1024700,1024700,1024700,541333,5970,0,0,477397,False,False,False,MEASURED
Hs-3,2025-07-02,XA00825376D,393,20250804,1/1/2025,6/30/2025,1004580,4580,4580,0,4580,250,4330,-1,True,False,False,EXCEEDED_PARTIAL
Hs-3,2025-07-30,XA01294191G,548,20250819,7/1/2025,12/31/2025,1007450,7450,7450,0,7450,510,6940,-1,True,False,False,EXCEEDED_PARTIAL
Hs-3,2025-08-27,XA005439564,288,20250915,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-3,2025-09-10,XA01091117H,228,20250930,7/1/2025,12/31/2025,1000000,0,0,0,0,0,0,-1,True,True,False,SATURATED_FLOOR
Hs-3,2026-01-12,XA02448016I,150,20260320,7/1/2025,12/31/2025,0,0,0,0,0,0,0,0,False,False,False,MEASURED
Hs-4,2025-01-27,XA04105442P,947,20250227,1/1/2025,6/30/2025,0,0,0,0,0,0,0,0,False,False,False,MEASURED
Hs-4,2025-02-18,XA00121037W,921,20250306,1/1/2025,6/30/2025,643,677,658,34,420,70,350,189,False,False,False,MEASURED
Hs-4,2025-03-05,XA02532141U,939,20250331,1/1/2025,6/30/2025,46,47,46,0,0,0,0,46,False,False,False,MEASURED
Hs-4,2025-03-12,XA01701687B,951,20250331,1/1/2025,6/30/2025,1298,1298,1298,0,970,70,900,328,False,False,False,MEASURED
Hs-4,2025-03-25,XA019184197,943,20250331,1/1/2025,6/30/2025,11254,11254,11254,0,8580,590,7990,2674,False,False,False,MEASURED
Hs-4,2025-04-08,XA006986621,1150,20250502,1/1/2025,6/30/2025,6454,6454,6454,0,0,0,0,6454,False,False,True,MEASURED
Hs-4,2025-04-23,XA00636763B,1312,20250502,1/1/2025,6/30/2025,4051,4051,4051,0,3220,280,2940,831,False,False,False,MEASURED
Hs-4,2025-05-07,XA02175770A,1379,20250516,1/1/2025,6/30/2025,5729,5729,5729,0,4310,320,3990,1419,False,False,False,MEASURED
Hs-4,2025-05-21,XA01830302T,1255,20250624,1/1/2025,6/30/2025,7316,7316,7316,0,5380,470,4910,1936,False,False,False,MEASURED
Hs-4,2025-06-11,XA00914661K,279,20250624,1/1/2025,6/30/2025,4070,4027,4070,0,1290,110,1180,2780,False,False,False,MEASURED
Hs-4,2025-07-02,XA00820864D,296,20250804,1/1/2025,6/30/2025,3962,3810,3962,0,650,60,590,3312,False,False,False,MEASURED
Hs-4,2025-07-17,XA007784165,543,20250804,7/1/2025,12/31/2025,3190,3103,3190,0,900,70,830,2290,False,False,False,MEASURED
Hs-4,2025-08-27,XA00912143U,296,20250915,7/1/2025,12/31/2025,9417,8995,9417,0,1620,180,1440,7797,False,False,False,MEASURED
Hs-4,2025-09-10,XA00247090T,302,20250930,7/1/2025,12/31/2025,1634,1614,1634,0,180,20,160,1454,False,False,False,MEASURED
Hs-4,2026-01-12,XA00758581A,173,20260320,7/1/2025,12/31/2025,22,22,22,0,0,0,0,22,False,False,False,MEASURED
Hs-5,2025-01-27,XA02599825R,992,20250227,1/1/2025,6/30/2025,0,0,0,0,0,0,0,0,False,False,False,MEASURED
Hs-5,2025-02-18,XA008583392,923,20250306,1/1/2025,6/30/2025,0,0,0,0,0,0,0,0,False,False,False,MEASURED
Hs-5,2025-03-05,XA00870425D,928,20250331,1/1/2025,6/30/2025,0,0,0,0,0,0,0,0,False,False,False,MEASURED
Hs-5,2025-03-12,XA00991110O,972,20250331,1/1/2025,6/30/2025,654,654,654,0,540,60,480,114,False,False,False,MEASURED
Hs-5,2025-03-25,XA00048564F,1048,20250331,1/1/2025,6/30/2025,5635,5635,5635,0,4600,410,4190,1035,False,False,False,MEASURED
Hs-5,2025-04-08,XA00772759V,1128,20250502,1/1/2025,6/30/2025,7882,7882,7882,0,6450,480,5970,1432,False,False,False,MEASURED
Hs-5,2025-04-23,XA01817751F,1072,20250502,1/1/2025,6/30/2025,1201,1185,1201,0,620,50,570,581,False,False,False,MEASURED
Hs-5,2025-05-07,XA01820064R,1362,20250516,1/1/2025,6/30/2025,1165,1149,1165,0,670,50,620,495,False,False,False,MEASURED
Hs-5,2025-05-21,XA00568124I,1275,20250624,1/1/2025,6/30/2025,7636,7553,7636,0,2040,290,1750,5596,False,False,False,MEASURED
Hs-5,2025-06-17,XA01145370Q,283,20250804,1/1/2025,6/30/2025,18045,14627,17490,0,830,70,760,17215,False,False,False,MEASURED
Hs-5,2025-07-02,XA019347076,415,20250804,1/1/2025,6/30/2025,18998,18751,18998,0,270,20,250,18728,False,False,False,MEASURED
Hs-5,2025-07-30,XA01115234U,556,20250819,7/1/2025,12/31/2025,26581,21534,25761,0,1160,130,1030,25421,False,False,False,MEASURED
Hs-5,2025-08-27,XA008317949,310,20250915,7/1/2025,12/31/2025,32781,26388,31743,0,580,60,520,32201,False,False,False,MEASURED
Hs-5,2025-09-10,XA00564543E,213,20250930,7/1/2025,12/31/2025,11862,11655,11862,0,0,0,0,11862,False,False,False,MEASURED
Hs-5,2026-01-12,XA00690994W,177,20260320,7/1/2025,12/31/2025,22,22,22,0,0,0,0,22,False,False,False,MEASURED
