 2024-11-07	15:06:29	XNoDosimeter	RNoRod	+1.3053 mWC 

 2025-03-12	10:12:47	XA00803458F	R-75	1337 nonunits
 2025-03-25	09:44:09	XA01049230T	R-98	1337 nonunits
 2025-04-08	09:37:03	XA00740882C	R-176	1337 nonunits
 2025-04-23	12:05:05	XA012660889	R-258	1337 nonunits
 2025-04-23	13:11:43	XnoDosimeter	Rnorod	+1.2953 mWC 

 2025-05-07	09:40:57	XA041365286	R-270	1337 nonunits
 2025-05-21	09:24:08	XA00164035P	R-335	+1.2933 mWC 

 2025-06-17	11:30:12	XA02895665S	R-428	1337 nonunits
 2025-07-02	09:58:17	XA01751009H	R-485	1337 nonunits
