 2025-03-12	09:11:22	XA009971942	R-29	1337 nonunits
 2025-03-25	09:14:19	XA023903286	R-1	1337 nonunits
 2025-04-08	08:41:10	XA028926225	R-170	1337 nonunits
 2025-04-23	11:28:34	XA01824418C	R-259	1337 nonunits
 2025-05-07	11:22:48	XA00778693Z	R-300	+1.5756 mWC 
 2025-05-21	13:08:11	XA00939876W	R-323	+1.5689 mWC 
 2025-06-11	12:30:11	XA027297453	R-393	1337 nonunits
 2025-06-17	11:05:39	XnoDosimeter	Rnorod	+1.5586 mWC 

 2025-07-02	10:49:13	XA00759293A	R-462	1337 nonunits
 2025-07-17	09:37:58	XA00365426D	R-518	+1.5597 mWC 
