 2024-11-11	14:36:01	XNoDosimeter	RNoRod	+3.1090 mWC 
 2025-01-27	10:25:24	XA010898416	RnoRod	1337 nonunit 2025-02-18	11:40:49	XA01004854K	R-54	1337 nonunits
 2025-03-05	09:05:55	XA013668626	Rnorod	1337 nonunits
 2025-03-12	09:39:17	XA01134549A	R-85	1337 nonunits
 2025-03-25	09:25:51	XA00747006L	R-131	1337 nonunits
 2025-04-08	09:05:24	XA02731744B	R-168	1337 nonunits
 2025-04-23	11:15:57	XA007493758	R-205	1337 nonunits
 2025-05-07	10:38:32	XA00865071L	R-312	+3.0543 mWC 

 2025-05-21	11:27:13	XA021673782	R-332	+3.0908 mWC 

 2025-06-11	11:33:15	XA02057110V	R-407	+3.0814 mWC 

 2025-06-17	12:12:39	XnoDosimeter	Rnorod	+3.0618 mWC 

 2025-07-02	11:06:38	XA00950533H	R-468	1337 nonunits
 2025-07-17	11:36:21	XA01372261M	R-503	+3.0584 mWC 
