 2024-11-07	13:35:53	XNoDosimeter	RNoRod	+1.0408 mWC 

 2025-03-12	09:17:03	XA02007564K	R-36	1337 nonunits
 2025-03-25	09:17:52	XA01587111K	R-113	1337 nonunits
 2025-04-08	08:45:39	XA01031838B	R-194	1337 nonunits
 2025-04-23	11:31:45	XA01047842E	R-227	1337 nonunits
 2025-05-07	11:34:58	XA00822685B	R-296	+1.0372 mWC 

 2025-05-21	12:46:14	XA04104990F	R-364	+1.0377 mWC 

 2025-06-11	12:35:19	XA01257670F	R-437	1337 nonunits
 2025-06-17	09:40:38	XnoDosimeter	Rnorod	+1.0362 mWC 

 2025-07-02	10:42:51	XA00307963F	R-442	1337 nonunits
 2025-07-17	10:12:30	XA00950167E	R-527	+1.0294 mWC 
