 2024-11-19	11:20:15	XNoDosimeter	RNoRod	+1.5452 mWC 
 2025-05-21	11:33:23	XA021673782	R-332	+1.5347 mWC 
 2025-06-11	11:36:17	XA02057110V	R-407	+1.5314 mWC 
 2025-06-17	12:17:07	XnoDosimeter	Rnorod	+1.5221 mWC 
 2025-07-17	11:39:09	XA01372261M	R-503	+1.5201 mWC 
 2025-08-27	13:06:36	XA007704098	R-587	+1.5257 mWC 
 2025-10-21	10:08:35	XnoDosimeter	RnoRod	+1.5430 mWC 
 2026-01-12	12:18:54	XA00568241K	R-703	+1.5401 mWC 
