 2024-11-22	15:11:22	XNoDosimeter	RNoRod	+0.0071 mWC 
 2025-05-07	09:57:10	XnoDosimeter	Rnorod	+1.4889 mWC 
 2025-05-07	09:57:40	XnoDosimeter	Rnorod	+0.0060 mWC 
 2025-05-21	10:28:32	XA02109702N	R-365	+0.0076 mWC 
 2025-06-11	10:30:17	XA00555341N	R-386	+0.0071 mWC 
 2025-07-17	12:07:21	XA003142121	R-520	+0.0065 mWC 
 2025-08-27	14:06:19	XA02676665X	R-582	+0.0069 mWC 
 2025-10-23	10:18:51	XnoDosimeter	Rnorod	+0.0071 mWC 
 2026-01-08	10:04:43	XA01010145Z	R-693	+0.0093 mWC 
