2024-11-05	16:00:27	XNoDosimeter	RnoROD	+1.0822	mWC
2025-03-12	09:14:29	XA00789767P	R-74	1337	nonunits
2025-03-25	09:16:07	XA00742852D	R-134	1337	nonunits
2025-04-08	08:43:39	XA01865818V	R-147	1337	nonunits
2025-04-23	11:30:01	XA00555126J	R-240	1337	nonunits
2025-05-07	11:29:35	XA02061049G	R-307	+1.0797	mWC
2025-05-21	12:52:56	XA04104973B	R-379	+1.0791	mWC
2025-06-11	12:32:36	XA02256055I	R-423	1337	nonunits
2025-06-17	10:23:38	XnoDosimeter	Rnorod	+1.0783	mWC
2025-07-02	10:45:33	XA01082406F	R-445	1337	nonunits
2025-07-17	10:24:17	XA01914473H	R-506	+1.0692	mWC
