2024-11-07	16:12:24	XNoDosimeter	RNoRod	+1.0804	mWC
2025-03-12	09:57:38	XA01365996U	R-30	1337	nonunits
2025-03-25	09:36:17	XA00741129H	R-3	1337	nonunits
2025-04-08	09:19:48	XA02519150S	R-142	1337	nonunits
2025-04-23	11:03:54	XA01879853V	R-232	1337	nonunits
2025-05-07	10:12:29	XA02080898U	R-282	+1.0773	mWC
2025-05-21	10:57:48	XA01267036H	R-325	+1.0802	mWC
2025-06-11	11:08:53	XA00851018J	R-416	+1.0767	mWC
2025-07-02	11:19:50	XA007387563	R-451	1337	nonunits
2025-07-17	12:18:18	XA028852173	R-541	+1.0692	mWC
