2024-11-05	16:26:23	XNoDosimeter	RnoRod	-3.771	-166.952	114.508	25.263
2025-07-15	11:18:02	XnoDosimeter	Rnorod	2.949	-211.095	162.147	25.000
2025-07-16	11:14:40	XnoDosimeter	Rnorod	-1.364	-214.800	156.971	23.298
2025-07-16	11:20:20	XnoDosimeter	Rnorod	-1.516	-213.878	155.891	24.478
2025-07-16	11:20:44	XnoDosimeter	Rnorod	-1.546	-213.952	155.864	24.279
2025-07-16	11:20:54	XnoDosimeter	Rnorod	-1.557	-213.955	155.872	24.272
