2024-11-07	13:41:45	XNoDosimeter	RNoRod	+1.1728	mWC
2025-03-12	10:09:09	XA00151097K	R-46	1337	nonunits
2025-03-25	09:49:36	XA00615764E	R-94	1337	nonunits
2025-04-08	09:33:16	XA024650886	R-143	1337	nonunits
2025-04-23	12:02:29	XA018087194	R-244	1337	nonunits
2025-04-23	12:48:43	XnoDosimeter	Rnorod	+1.1636	mWC
2025-05-07	09:36:51	XA00757083H	R-262	1337	nonunits
2025-05-21	09:48:30	XA001477956	R-341	+1.1641	mWC
2025-06-17	11:27:19	XA01872787T	R-420	1337	nonunits
2025-07-02	10:02:36	XA017568525	R-472	1337	nonunits
