2024-11-05	15:23:14	XNoDosimeter	RNoRod	+1.0811	mWC
2025-03-12	09:49:19	XA02889393X	R-67	1337	nonunits
2025-03-25	09:32:02	XA01144316L	R-100	1337	nonunits
2025-04-08	09:16:03	XA003089288	R-181	1337	nonunits
2025-04-23	10:59:30	XA02065969S	R-201	1337	nonunits
2025-05-07	10:00:01	XA018188463	R-293	+1.0716	mWC
2025-05-21	10:36:50	XA007729624	R-361	+1.0785	mWC
2025-06-11	10:38:59	XA00811961I	R-406	+1.0766	mWC
2025-07-02	11:15:48	XA00379127B	R-441	1337	nonunits
2025-07-17	12:39:05	XA02172168A	R-516	+1.0695	mWC
