 2024-11-05	16:01:37	XNoDosimeter	RnoROD	+1.3058 mWC 
 2025-03-12	09:14:29	XA00789767P	R-74	1337 nonunits
 2025-03-25	09:16:07	XA00742852D	R-134	1337 nonunits
 2025-04-08	08:43:39	XA01865818V	R-147	1337 nonunits
 2025-04-23	11:30:01	XA00555126J	R-240	1337 nonunits
 2025-05-07	11:30:03	XA02061049G	R-307	+1.2932 mWC 
 2025-05-21	12:52:10	XA04104973B	R-379	+1.2936 mWC 
 2025-06-11	12:32:36	XA02256055I	R-423	1337 nonunits
 2025-06-17	10:23:05	XnoDosimeter	Rnorod	+1.2902 mWC 
 2025-07-02	10:45:33	XA01082406F	R-445	1337 nonunits
