#  N                 name        S[cm]        X[cm]        Y[cm]        Z[cm]   TetaX[deg]   TetaY[deg]  Energy[Mev]
  327  R1D8                    11420.760     8060.000    10000.000    -4048.169        0.000        0.000    16409.489
  328  D119                    11486.269     8060.000    10000.000    -3982.660        0.000        0.000    16409.489
  329  ITV1L14                 11486.269     8060.000    10000.000    -3982.660        0.000        0.000    16409.489
  330  D118                    11498.029     8060.000    10000.000    -3970.900        0.000        0.000    16409.489
  331  MAT1L14H                11498.029     8060.000    10000.000    -3970.900        0.000        0.000    16409.489
  332  D112                    11537.976     8060.000    10000.000    -3930.953        0.000        0.000    16409.489
  333  IPM1L14                 11537.976     8060.000    10000.000    -3930.953        0.000        0.000    16409.489
  334  D105                    11539.823     8060.000    10000.000    -3929.106        0.000        0.000    16409.489
  335  MQ1L14A                 11549.823     8060.000    10000.000    -3919.106        0.000        0.000    16409.489
  336  D106                    11559.823     8060.000    10000.000    -3909.106        0.000        0.000    16409.489
  337  MQ1L14B                 11579.823     8060.000    10000.000    -3889.106        0.000        0.000    16409.489
  338  D106                    11589.823     8060.000    10000.000    -3879.106        0.000        0.000    16409.489
  339  MQ1L14C                 11599.823     8060.000    10000.000    -3869.106        0.000        0.000    16409.489
  340  D105                    11601.671     8060.000    10000.000    -3867.258        0.000        0.000    16409.489
  341  D107                    11682.581     8060.000    10000.000    -3786.348        0.000        0.000    16409.489
  342  R1E1                    11732.581     8060.000    10000.000    -3736.348        0.000        0.000    16413.239
  343  D108                    11757.581     8060.000    10000.000    -3711.348        0.000        0.000    16413.239
  344  R1E2                    11807.581     8060.000    10000.000    -3661.348        0.000        0.000    16416.989
  345  D109                    11873.641     8060.000    10000.000    -3595.288        0.000        0.000    16416.989
  346  R1E3                    11923.641     8060.000    10000.000    -3545.288        0.000        0.000    16420.739
  347  D108                    11948.641     8060.000    10000.000    -3520.288        0.000        0.000    16420.739
  348  R1E4                    11998.641     8060.000    10000.000    -3470.288        0.000        0.000    16424.489
  349  D109                    12064.701     8060.000    10000.000    -3404.228        0.000        0.000    16424.489
  350  R1E5                    12114.701     8060.000    10000.000    -3354.228        0.000        0.000    16428.239
  351  D108                    12139.701     8060.000    10000.000    -3329.228        0.000        0.000    16428.239
  352  R1E6                    12189.701     8060.000    10000.000    -3279.228        0.000        0.000    16431.989
  353  D109                    12255.761     8060.000    10000.000    -3213.168        0.000        0.000    16431.989
  354  R1E7                    12305.761     8060.000    10000.000    -3163.168        0.000        0.000    16435.739
  355  D108                    12330.761     8060.000    10000.000    -3138.168        0.000        0.000    16435.739
  356  R1E8                    12380.761     8060.000    10000.000    -3088.168        0.000        0.000    16439.489
  357  D110                    12480.000     8060.000    10000.000    -2988.929        0.000        0.000    16439.489
  358  MAT1L15V                12480.000     8060.000    10000.000    -2988.929        0.000        0.000    16439.489
  359  D104                    12497.975     8060.000    10000.000    -2970.954        0.000        0.000    16439.489
  360  IPM1L15                 12497.975     8060.000    10000.000    -2970.954        0.000        0.000    16439.489
  361  D105                    12499.823     8060.000    10000.000    -2969.106        0.000        0.000    16439.489
  362  MQ1L15A                 12509.823     8060.000    10000.000    -2959.106        0.000        0.000    16439.489
  363  D106                    12519.823     8060.000    10000.000    -2949.106        0.000        0.000    16439.489
  364  MQ1L15B                 12539.823     8060.000    10000.000    -2929.106        0.000        0.000    16439.489
  365  D106                    12549.823     8060.000    10000.000    -2919.106        0.000        0.000    16439.489
  366  MQ1L15C                 12559.823     8060.000    10000.000    -2909.106        0.000        0.000    16439.489
  367  D105                    12561.670     8060.000    10000.000    -2907.259        0.000        0.000    16439.489
  368  D107                    12642.580     8060.000    10000.000    -2826.349        0.000        0.000    16439.489
  369  R1F1                    12692.580     8060.000    10000.000    -2776.349        0.000        0.000    16443.239
  370  D108                    12717.580     8060.000    10000.000    -2751.349        0.000        0.000    16443.239
  371  R1F2                    12767.580     8060.000    10000.000    -2701.349        0.000        0.000    16446.989
  372  D109                    12833.640     8060.000    10000.000    -2635.289        0.000        0.000    16446.989
  373  R1F3                    12883.640     8060.000    10000.000    -2585.289        0.000        0.000    16450.739
  374  D108                    12908.640     8060.000    10000.000    -2560.289        0.000        0.000    16450.739
  375  R1F4                    12958.640     8060.000    10000.000    -2510.289        0.000        0.000    16454.489
  376  D109                    13024.700     8060.000    10000.000    -2444.229        0.000        0.000    16454.489
  377  R1F5                    13074.700     8060.000    10000.000    -2394.229        0.000        0.000    16458.239
  378  D108                    13099.700     8060.000    10000.000    -2369.229        0.000        0.000    16458.239
  379  R1F6                    13149.700     8060.000    10000.000    -2319.229        0.000        0.000    16461.989
  380  D109                    13215.760     8060.000    10000.000    -2253.169        0.000        0.000    16461.989
  381  R1F7                    13265.760     8060.000    10000.000    -2203.169        0.000        0.000    16465.739
  382  D108                    13290.760     8060.000    10000.000    -2178.169        0.000        0.000    16465.739
  383  R1F8                    13340.760     8060.000    10000.000    -2128.169        0.000        0.000    16469.489
  384  D111                    13418.029     8060.000    10000.000    -2050.900        0.000        0.000    16469.489
  385  MAT1L16H                13418.029     8060.000    10000.000    -2050.900        0.000        0.000    16469.489
  386  D112                    13457.976     8060.000    10000.000    -2010.953        0.000        0.000    16469.489
  387  IPM1L16                 13457.976     8060.000    10000.000    -2010.953        0.000        0.000    16469.489
  388  D105                    13459.823     8060.000    10000.000    -2009.106        0.000        0.000    16469.489
  389  MQ1L16A                 13469.823     8060.000    10000.000    -1999.106        0.000        0.000    16469.489
  390  D106                    13479.823     8060.000    10000.000    -1989.106        0.000        0.000    16469.489
  391  MQ1L16B                 13499.823     8060.000    10000.000    -1969.106        0.000        0.000    16469.489
  392  D106                    13509.823     8060.000    10000.000    -1959.106        0.000        0.000    16469.489
  393  MQ1L16C                 13519.823     8060.000    10000.000    -1949.106        0.000        0.000    16469.489
  394  D105                    13521.671     8060.000    10000.000    -1947.258        0.000        0.000    16469.489
  395  D107                    13602.581     8060.000    10000.000    -1866.348        0.000        0.000    16469.489
  396  R1G1                    13652.581     8060.000    10000.000    -1816.348        0.000        0.000    16473.239
  397  D108                    13677.581     8060.000    10000.000    -1791.348        0.000        0.000    16473.239
  398  R1G2                    13727.581     8060.000    10000.000    -1741.348        0.000        0.000    16476.989
  399  D109                    13793.641     8060.000    10000.000    -1675.288        0.000        0.000    16476.989
  400  R1G3                    13843.641     8060.000    10000.000    -1625.288        0.000        0.000    16480.739
  401  D108                    13868.641     8060.000    10000.000    -1600.288        0.000        0.000    16480.739
  402  R1G4                    13918.641     8060.000    10000.000    -1550.288        0.000        0.000    16484.489
  403  D109                    13984.701     8060.000    10000.000    -1484.228        0.000        0.000    16484.489
  404  R1G5                    14034.701     8060.000    10000.000    -1434.228        0.000        0.000    16488.239
  405  D108                    14059.701     8060.000    10000.000    -1409.228        0.000        0.000    16488.239
  406  R1G6                    14109.701     8060.000    10000.000    -1359.228        0.000        0.000    16491.989
  407  D109                    14175.761     8060.000    10000.000    -1293.168        0.000        0.000    16491.989
  408  R1G7                    14225.761     8060.000    10000.000    -1243.168        0.000        0.000    16495.739
  409  D108                    14250.761     8060.000    10000.000    -1218.168        0.000        0.000    16495.739
  410  R1G8                    14300.761     8060.000    10000.000    -1168.168        0.000        0.000    16499.489
  411  D110                    14400.000     8060.000    10000.000    -1068.929        0.000        0.000    16499.489
  412  MAT1L17V                14400.000     8060.000    10000.000    -1068.929        0.000        0.000    16499.489
  413  D104                    14417.975     8060.000    10000.000    -1050.954        0.000        0.000    16499.489
  414  IPM1L17                 14417.975     8060.000    10000.000    -1050.954        0.000        0.000    16499.489
  415  D105                    14419.823     8060.000    10000.000    -1049.106        0.000        0.000    16499.489
  416  MQ1L17A                 14429.823     8060.000    10000.000    -1039.106        0.000        0.000    16499.489
  417  D106                    14439.823     8060.000    10000.000    -1029.106        0.000        0.000    16499.489
  418  MQ1L17B                 14459.823     8060.000    10000.000    -1009.106        0.000        0.000    16499.489
  419  D106                    14469.823     8060.000    10000.000     -999.106        0.000        0.000    16499.489
  420  MQ1L17C                 14479.823     8060.000    10000.000     -989.106        0.000        0.000    16499.489
  421  D105                    14481.670     8060.000    10000.000     -987.259        0.000        0.000    16499.489
  422  D107                    14562.580     8060.000    10000.000     -906.349        0.000        0.000    16499.489
  423  R1H1                    14612.580     8060.000    10000.000     -856.349        0.000        0.000    16503.239
  424  D108                    14637.580     8060.000    10000.000     -831.349        0.000        0.000    16503.239
  425  R1H2                    14687.580     8060.000    10000.000     -781.349        0.000        0.000    16506.989
  426  D109                    14753.640     8060.000    10000.000     -715.289        0.000        0.000    16506.989
  427  R1H3                    14803.640     8060.000    10000.000     -665.289        0.000        0.000    16510.739
  428  D108                    14828.640     8060.000    10000.000     -640.289        0.000        0.000    16510.739
  429  R1H4                    14878.640     8060.000    10000.000     -590.289        0.000        0.000    16514.489
  430  D109                    14944.700     8060.000    10000.000     -524.229        0.000        0.000    16514.489
  431  R1H5                    14994.700     8060.000    10000.000     -474.229        0.000        0.000    16518.239
  432  D108                    15019.700     8060.000    10000.000     -449.229        0.000        0.000    16518.239
  433  R1H6                    15069.700     8060.000    10000.000     -399.229        0.000        0.000    16521.989
  434  D109                    15135.760     8060.000    10000.000     -333.169        0.000        0.000    16521.989
  435  R1H7                    15185.760     8060.000    10000.000     -283.169        0.000        0.000    16525.739
  436  D108                    15210.760     8060.000    10000.000     -258.169        0.000        0.000    16525.739
  437  R1H8                    15260.760     8060.000    10000.000     -208.169        0.000        0.000    16529.489
  438  D117                    15326.269     8060.000    10000.000     -142.660        0.000        0.000    16529.489
  439  ITV1L18                 15326.269     8060.000    10000.000     -142.660        0.000        0.000    16529.489
  440  D118                    15338.028     8060.000    10000.000     -130.901        0.000        0.000    16529.489
  441  MAT1L18H                15338.028     8060.000    10000.000     -130.901        0.000        0.000    16529.489
  442  D112                    15377.975     8060.000    10000.000      -90.954        0.000        0.000    16529.489
  443  IPM1L18                 15377.975     8060.000    10000.000      -90.954        0.000        0.000    16529.489
  444  D105                    15379.822     8060.000    10000.000      -89.107        0.000        0.000    16529.489
  445  MQ1L18A                 15389.822     8060.000    10000.000      -79.107        0.000        0.000    16529.489
  446  D106                    15399.822     8060.000    10000.000      -69.107        0.000        0.000    16529.489
  447  MQ1L18B                 15419.822     8060.000    10000.000      -49.107        0.000        0.000    16529.489
  448  D106                    15429.822     8060.000    10000.000      -39.107        0.000        0.000    16529.489
  449  MQ1L18C                 15439.822     8060.000    10000.000      -29.107        0.000        0.000    16529.489
  450  D105                    15441.670     8060.000    10000.000      -27.259        0.000        0.000    16529.489
  451  D107                    15522.580     8060.000    10000.000       53.651        0.000        0.000    16529.489
  452  R1I1                    15572.580     8060.000    10000.000      103.651        0.000        0.000    16533.239
  453  D108                    15597.580     8060.000    10000.000      128.651        0.000        0.000    16533.239
  454  R1I2                    15647.580     8060.000    10000.000      178.651        0.000        0.000    16536.989
  455  D109                    15713.640     8060.000    10000.000      244.711        0.000        0.000    16536.989
  456  R1I3                    15763.640     8060.000    10000.000      294.711        0.000        0.000    16540.739
  457  D108                    15788.640     8060.000    10000.000      319.711        0.000        0.000    16540.739
  458  R1I4                    15838.640     8060.000    10000.000      369.711        0.000        0.000    16544.489
  459  D109                    15904.700     8060.000    10000.000      435.771        0.000        0.000    16544.489
  460  R1I5                    15954.700     8060.000    10000.000      485.771        0.000        0.000    16548.239
  461  D108                    15979.700     8060.000    10000.000      510.771        0.000        0.000    16548.239
  462  R1I6                    16029.700     8060.000    10000.000      560.771        0.000        0.000    16551.989
  463  D109                    16095.760     8060.000    10000.000      626.831        0.000        0.000    16551.989
  464  R1I7                    16145.760     8060.000    10000.000      676.831        0.000        0.000    16555.739
  465  D108                    16170.760     8060.000    10000.000      701.831        0.000        0.000    16555.739
  466  R1I8                    16220.760     8060.000    10000.000      751.831        0.000        0.000    16559.489
  467  D116                    16320.000     8060.000    10000.000      851.071        0.000        0.000    16559.489
  468  MAT1L19V                16320.000     8060.000    10000.000      851.071        0.000        0.000    16559.489
  469  D104                    16337.976     8060.000    10000.000      869.047        0.000        0.000    16559.489
  470  IPM1L19                 16337.976     8060.000    10000.000      869.047        0.000        0.000    16559.489
  471  D105                    16339.823     8060.000    10000.000      870.894        0.000        0.000    16559.489
  472  MQ1L19A                 16349.823     8060.000    10000.000      880.894        0.000        0.000    16559.489
  473  D106                    16359.823     8060.000    10000.000      890.894        0.000        0.000    16559.489
  474  MQ1L19B                 16379.823     8060.000    10000.000      910.894        0.000        0.000    16559.489
  475  D106                    16389.823     8060.000    10000.000      920.894        0.000        0.000    16559.489
  476  MQ1L19C                 16399.823     8060.000    10000.000      930.894        0.000        0.000    16559.489
  477  D105                    16401.671     8060.000    10000.000      932.742        0.000        0.000    16559.489
  478  D107                    16482.581     8060.000    10000.000     1013.652        0.000        0.000    16559.489
  479  R1J1                    16532.581     8060.000    10000.000     1063.652        0.000        0.000    16563.239
  480  D108                    16557.581     8060.000    10000.000     1088.652        0.000        0.000    16563.239
  481  R1J2                    16607.581     8060.000    10000.000     1138.652        0.000        0.000    16566.989
  482  D109                    16673.641     8060.000    10000.000     1204.712        0.000        0.000    16566.989
  483  R1J3                    16723.641     8060.000    10000.000     1254.712        0.000        0.000    16570.739
  484  D108                    16748.641     8060.000    10000.000     1279.712        0.000        0.000    16570.739
  485  R1J4                    16798.641     8060.000    10000.000     1329.712        0.000        0.000    16574.489
  486  D109                    16864.701     8060.000    10000.000     1395.772        0.000        0.000    16574.489
  487  R1J5                    16914.701     8060.000    10000.000     1445.772        0.000        0.000    16578.239
  488  D108                    16939.701     8060.000    10000.000     1470.772        0.000        0.000    16578.239
  489  R1J6                    16989.701     8060.000    10000.000     1520.772        0.000        0.000    16581.989
  490  D109                    17055.761     8060.000    10000.000     1586.832        0.000        0.000    16581.989
  491  R1J7                    17105.761     8060.000    10000.000     1636.832        0.000        0.000    16585.739
  492  D108                    17130.761     8060.000    10000.000     1661.832        0.000        0.000    16585.739
  493  R1J8                    17180.761     8060.000    10000.000     1711.832        0.000        0.000    16589.489
  494  D115                    17258.029     8060.000    10000.000     1789.100        0.000        0.000    16589.489
  495  MAT1L20H                17258.029     8060.000    10000.000     1789.100        0.000        0.000    16589.489
  496  D112                    17297.975     8060.000    10000.000     1829.046        0.000        0.000    16589.489
  497  IPM1L20                 17297.975     8060.000    10000.000     1829.046        0.000        0.000    16589.489
  498  D105                    17299.823     8060.000    10000.000     1830.894        0.000        0.000    16589.489
  499  MQ1L20A                 17309.823     8060.000    10000.000     1840.894        0.000        0.000    16589.489
  500  D106                    17319.823     8060.000    10000.000     1850.894        0.000        0.000    16589.489
  501  MQ1L20B                 17339.823     8060.000    10000.000     1870.894        0.000        0.000    16589.489
  502  D106                    17349.823     8060.000    10000.000     1880.894        0.000        0.000    16589.489
  503  MQ1L20C                 17359.823     8060.000    10000.000     1890.894        0.000        0.000    16589.489
  504  D105                    17361.670     8060.000    10000.000     1892.741        0.000        0.000    16589.489
  505  D107                    17442.580     8060.000    10000.000     1973.651        0.000        0.000    16589.489
  506  R1K1                    17492.580     8060.000    10000.000     2023.651        0.000        0.000    16593.239
  507  D108                    17517.580     8060.000    10000.000     2048.651        0.000        0.000    16593.239
  508  R1K2                    17567.580     8060.000    10000.000     2098.651        0.000        0.000    16596.989
  509  D109                    17633.640     8060.000    10000.000     2164.711        0.000        0.000    16596.989
  510  R1K3                    17683.640     8060.000    10000.000     2214.711        0.000        0.000    16600.739
  511  D108                    17708.640     8060.000    10000.000     2239.711        0.000        0.000    16600.739
  512  R1K4                    17758.640     8060.000    10000.000     2289.711        0.000        0.000    16604.489
  513  D109                    17824.700     8060.000    10000.000     2355.771        0.000        0.000    16604.489
  514  R1K5                    17874.700     8060.000    10000.000     2405.771        0.000        0.000    16608.239
  515  D108                    17899.700     8060.000    10000.000     2430.771        0.000        0.000    16608.239
  516  R1K6                    17949.700     8060.000    10000.000     2480.771        0.000        0.000    16611.989
  517  D109                    18015.760     8060.000    10000.000     2546.831        0.000        0.000    16611.989
  518  R1K7                    18065.760     8060.000    10000.000     2596.831        0.000        0.000    16615.739
  519  D108                    18090.760     8060.000    10000.000     2621.831        0.000        0.000    16615.739
  520  R1K8                    18140.760     8060.000    10000.000     2671.831        0.000        0.000    16619.489
  521  D116                    18240.000     8060.000    10000.000     2771.071        0.000        0.000    16619.489
  522  MAT1L21V                18240.000     8060.000    10000.000     2771.071        0.000        0.000    16619.489
  523  D104                    18257.976     8060.000    10000.000     2789.047        0.000        0.000    16619.489
  524  IPM1L21                 18257.976     8060.000    10000.000     2789.047        0.000        0.000    16619.489
  525  D105                    18259.823     8060.000    10000.000     2790.894        0.000        0.000    16619.489
  526  MQ1L21A                 18269.823     8060.000    10000.000     2800.894        0.000        0.000    16619.489
  527  D106                    18279.823     8060.000    10000.000     2810.894        0.000        0.000    16619.489
  528  MQ1L21B                 18299.823     8060.000    10000.000     2830.894        0.000        0.000    16619.489
  529  D106                    18309.823     8060.000    10000.000     2840.894        0.000        0.000    16619.489
  530  MQ1L21C                 18319.823     8060.000    10000.000     2850.894        0.000        0.000    16619.489
  531  D105                    18321.671     8060.000    10000.000     2852.742        0.000        0.000    16619.489
  532  D107                    18402.581     8060.000    10000.000     2933.652        0.000        0.000    16619.489
  533  R1L1                    18452.581     8060.000    10000.000     2983.652        0.000        0.000    16623.239
  534  D108                    18477.581     8060.000    10000.000     3008.652        0.000        0.000    16623.239
  535  R1L2                    18527.581     8060.000    10000.000     3058.652        0.000        0.000    16626.989
  536  D109                    18593.641     8060.000    10000.000     3124.712        0.000        0.000    16626.989
  537  R1L3                    18643.641     8060.000    10000.000     3174.712        0.000        0.000    16630.739
  538  D108                    18668.641     8060.000    10000.000     3199.712        0.000        0.000    16630.739
  539  R1L4                    18718.641     8060.000    10000.000     3249.712        0.000        0.000    16634.489
  540  D109                    18784.701     8060.000    10000.000     3315.772        0.000        0.000    16634.489
  541  R1L5                    18834.701     8060.000    10000.000     3365.772        0.000        0.000    16638.239
  542  D108                    18859.701     8060.000    10000.000     3390.772        0.000        0.000    16638.239
  543  R1L6                    18909.701     8060.000    10000.000     3440.772        0.000        0.000    16641.989
  544  D109                    18975.761     8060.000    10000.000     3506.832        0.000        0.000    16641.989
  545  R1L7                    19025.761     8060.000    10000.000     3556.832        0.000        0.000    16645.739
  546  D108                    19050.761     8060.000    10000.000     3581.832        0.000        0.000    16645.739
  547  R1L8                    19100.761     8060.000    10000.000     3631.832        0.000        0.000    16649.489
  548  D117                    19166.269     8060.000    10000.000     3697.340        0.000        0.000    16649.489
  549  ITV1L22                 19166.269     8060.000    10000.000     3697.340        0.000        0.000    16649.489
  550  D118                    19178.029     8060.000    10000.000     3709.100        0.000        0.000    16649.489
  551  MAT1L22H                19178.029     8060.000    10000.000     3709.100        0.000        0.000    16649.489
  552  D112                    19217.975     8060.000    10000.000     3749.046        0.000        0.000    16649.489
  553  IPM1L22                 19217.975     8060.000    10000.000     3749.046        0.000        0.000    16649.489
  554  D105                    19219.823     8060.000    10000.000     3750.894        0.000        0.000    16649.489
  555  MQ1L22A                 19229.823     8060.000    10000.000     3760.894        0.000        0.000    16649.489
  556  D106                    19239.823     8060.000    10000.000     3770.894        0.000        0.000    16649.489
  557  MQ1L22B                 19259.823     8060.000    10000.000     3790.894        0.000        0.000    16649.489
  558  D106                    19269.823     8060.000    10000.000     3800.894        0.000        0.000    16649.489
  559  MQ1L22C                 19279.823     8060.000    10000.000     3810.894        0.000        0.000    16649.489
  560  D105                    19281.670     8060.000    10000.000     3812.741        0.000        0.000    16649.489
  561  D120                    19357.020     8060.000    10000.000     3888.091        0.000        0.000    16649.489
  562  R1M1                    19427.020     8060.000    10000.000     3958.091        0.000        0.000    16661.989
  563  D121                    19456.920     8060.000    10000.000     3987.991        0.000        0.000    16661.989
  564  R1M2                    19526.920     8060.000    10000.000     4057.991        0.000        0.000    16674.489
  565  D121                    19556.820     8060.000    10000.000     4087.891        0.000        0.000    16674.489
  566  R1M3                    19626.820     8060.000    10000.000     4157.891        0.000        0.000    16686.989
  567  D121                    19656.720     8060.000    10000.000     4187.791        0.000        0.000    16686.989
  568  R1M4                    19726.720     8060.000    10000.000     4257.791        0.000        0.000    16699.489
  569  D121                    19756.620     8060.000    10000.000     4287.691        0.000        0.000    16699.489
  570  R1M5                    19826.620     8060.000    10000.000     4357.691        0.000        0.000    16711.989
  571  D121                    19856.520     8060.000    10000.000     4387.591        0.000        0.000    16711.989
  572  R1M6                    19926.520     8060.000    10000.000     4457.591        0.000        0.000    16724.489
  573  D121                    19956.420     8060.000    10000.000     4487.491        0.000        0.000    16724.489
  574  R1M7                    20026.420     8060.000    10000.000     4557.491        0.000        0.000    16736.989
  575  D121                    20056.320     8060.000    10000.000     4587.391        0.000        0.000    16736.989
  576  R1M8                    20126.320     8060.000    10000.000     4657.391        0.000        0.000    16749.489
  577  D122                    20209.862     8060.000    10000.000     4740.933        0.000        0.000    16749.489
  578  MDB1L23V                20209.862     8060.000    10000.000     4740.933        0.000        0.000    16749.489
  579  IPM1L23                 20209.862     8060.000    10000.000     4740.933        0.000        0.000    16749.489
  580  D129a                   20235.284     8060.000    10000.000     4715.512        0.000        0.000    16749.489
  581  MQ1L23A                 20245.284     8060.000    10000.000     4725.512        0.000        0.000    16749.489
  582  D106                    20255.284     8060.000    10000.000     4735.512        0.000        0.000    16749.489
  583  MQ1L23B                 20275.284     8060.000    10000.000     4755.512        0.000        0.000    16749.489
  584  D106                    20285.284     8060.000    10000.000     4765.512        0.000        0.000    16749.489
  585  MQ1L23C                 20295.284     8060.000    10000.000     4775.512        0.000        0.000    16749.489
  586  D129b                   20367.862     8060.000    10000.000     4848.091        0.000        0.000    16749.489
  587  R1N1                    20437.862     8060.000    10000.000     4918.091        0.000        0.000    16761.989
  588  D121                    20467.762     8060.000    10000.000     4947.991        0.000        0.000    16761.989
  589  R1N2                    20537.762     8060.000    10000.000     5017.991        0.000        0.000    16774.489
  590  D121                    20567.662     8060.000    10000.000     5047.891        0.000        0.000    16774.489
  591  R1N3                    20637.662     8060.000    10000.000     5117.891        0.000        0.000    16786.989
  592  D121                    20667.562     8060.000    10000.000     5147.791        0.000        0.000    16786.989
  593  R1N4                    20737.562     8060.000    10000.000     5217.791        0.000        0.000    16799.489
  594  D121                    20767.462     8060.000    10000.000     5247.691        0.000        0.000    16799.489
  595  R1N5                    20837.462     8060.000    10000.000     5317.691        0.000        0.000    16811.989
  596  D121                    20867.362     8060.000    10000.000     5347.591        0.000        0.000    16811.989
  597  R1N6                    20937.362     8060.000    10000.000     5417.591        0.000        0.000    16824.489
  598  D121                    20967.262     8060.000    10000.000     5447.491        0.000        0.000    16824.489
  599  R1N7                    21037.262     8060.000    10000.000     5517.491        0.000        0.000    16836.989
  600  D121                    21067.162     8060.000    10000.000     5547.391        0.000        0.000    16836.989
  601  R1N8                    21137.162     8060.000    10000.000     5617.391        0.000        0.000    16849.489
  602  D124                    21220.704     8060.000    10000.000     5700.933        0.000        0.000    16849.489
  603  MDB1L24H                21220.704     8060.000    10000.000     5700.933        0.000        0.000    16849.489
  604  IPM1L24                 21220.704     8060.000    10000.000     5700.933        0.000        0.000    16849.489
  605  D129a                   21246.125     8060.000    10000.000     5675.512        0.000        0.000    16849.489
  606  MQ1L24A                 21256.125     8060.000    10000.000     5685.512        0.000        0.000    16849.489
  607  D106                    21266.125     8060.000    10000.000     5695.512        0.000        0.000    16849.489
  608  MQ1L24B                 21286.125     8060.000    10000.000     5715.512        0.000        0.000    16849.489
  609  D106                    21296.125     8060.000    10000.000     5725.512        0.000        0.000    16849.489
  610  MQ1L24C                 21306.125     8060.000    10000.000     5735.512        0.000        0.000    16849.489
  611  D129b                   21378.704     8060.000    10000.000     5808.091        0.000        0.000    16849.489
  612  R1O1                    21448.704     8060.000    10000.000     5878.091        0.000        0.000    16861.989
  613  D121                    21478.604     8060.000    10000.000     5907.991        0.000        0.000    16861.989
  614  R1O2                    21548.604     8060.000    10000.000     5977.991        0.000        0.000    16874.489
  615  D121                    21578.504     8060.000    10000.000     6007.891        0.000        0.000    16874.489
  616  R1O3                    21648.504     8060.000    10000.000     6077.891        0.000        0.000    16886.989
  617  D121                    21678.404     8060.000    10000.000     6107.791        0.000        0.000    16886.989
  618  R1O4                    21748.404     8060.000    10000.000     6177.791        0.000        0.000    16899.489
  619  D121                    21778.304     8060.000    10000.000     6207.691        0.000        0.000    16899.489
  620  R1O5                    21848.304     8060.000    10000.000     6277.691        0.000        0.000    16911.989
  621  D121                    21878.204     8060.000    10000.000     6307.591        0.000        0.000    16911.989
  622  R1O6                    21948.204     8060.000    10000.000     6377.591        0.000        0.000    16924.489
  623  D121                    21978.104     8060.000    10000.000     6407.491        0.000        0.000    16924.489
  624  R1O7                    22048.104     8060.000    10000.000     6477.491        0.000        0.000    16936.989
  625  D121                    22078.004     8060.000    10000.000     6507.391        0.000        0.000    16936.989
  626  R1O8                    22148.004     8060.000    10000.000     6577.391        0.000        0.000    16949.489
  627  D125                    22231.547     8060.000    10000.000     6660.934        0.000        0.000    16949.489
  628  MDB1L25V                22231.547     8060.000    10000.000     6660.934        0.000        0.000    16949.489
  629  IPM1L25                 22231.547     8060.000    10000.000     6660.934        0.000        0.000    16949.489
  630  D129a                   22256.969     8060.000    10000.000     6635.513        0.000        0.000    16949.489
  631  MQ1L25A                 22266.969     8060.000    10000.000     6645.513        0.000        0.000    16949.489
  632  D106                    22276.969     8060.000    10000.000     6655.513        0.000        0.000    16949.489
  633  MQ1L25B                 22296.969     8060.000    10000.000     6675.513        0.000        0.000    16949.489
  634  D106                    22306.969     8060.000    10000.000     6685.513        0.000        0.000    16949.489
  635  MQ1L25C                 22316.969     8060.000    10000.000     6695.513        0.000        0.000    16949.489
  636  D129b                   22389.547     8060.000    10000.000     6768.092        0.000        0.000    16949.489
  637  R1P1                    22459.547     8060.000    10000.000     6838.092        0.000        0.000    16961.989
  638  D121                    22489.447     8060.000    10000.000     6867.992        0.000        0.000    16961.989
  639  R1P2                    22559.447     8060.000    10000.000     6937.992        0.000        0.000    16974.489
  640  D121                    22589.347     8060.000    10000.000     6967.892        0.000        0.000    16974.489
  641  R1P3                    22659.347     8060.000    10000.000     7037.892        0.000        0.000    16986.989
  642  D121                    22689.247     8060.000    10000.000     7067.792        0.000        0.000    16986.989
  643  R1P4                    22759.247     8060.000    10000.000     7137.792        0.000        0.000    16999.489
  644  D121                    22789.147     8060.000    10000.000     7167.692        0.000        0.000    16999.489
  645  R1P5                    22859.147     8060.000    10000.000     7237.692        0.000        0.000    17011.989
  646  D121                    22889.047     8060.000    10000.000     7267.592        0.000        0.000    17011.989
  647  R1P6                    22959.047     8060.000    10000.000     7337.592        0.000        0.000    17024.489
  648  D121                    22988.947     8060.000    10000.000     7367.492        0.000        0.000    17024.489
  649  R1P7                    23058.947     8060.000    10000.000     7437.492        0.000        0.000    17036.989
  650  D121                    23088.847     8060.000    10000.000     7467.392        0.000        0.000    17036.989
  651  R1P8                    23158.847     8060.000    10000.000     7537.392        0.000        0.000    17049.489
  652  D124                    23242.389     8060.000    10000.000     7620.934        0.000        0.000    17049.489
  653  MDB1L26H                23242.389     8060.000    10000.000     7620.934        0.000        0.000    17049.489
  654  IPM1L26                 23242.389     8060.000    10000.000     7620.934        0.000        0.000    17049.489
  655  D129a                   23267.810     8060.000    10000.000     7595.513        0.000        0.000    17049.489
  656  MQ1L26A                 23277.810     8060.000    10000.000     7605.513        0.000        0.000    17049.489
  657  D106                    23287.810     8060.000    10000.000     7615.513        0.000        0.000    17049.489
  658  MQ1L26B                 23307.810     8060.000    10000.000     7635.513        0.000        0.000    17049.489
  659  D106                    23317.810     8060.000    10000.000     7645.513        0.000        0.000    17049.489
  660  MQ1L26C                 23327.810     8060.000    10000.000     7655.513        0.000        0.000    17049.489
