2024-11-20	12:38:12	XNoDosimeter	RNoRod	+2.7367	mWC
2025-01-27	10:00:46	XA01185001T	RnoRod	1337	nonunits
2025-02-18	11:19:47	XA01184525A	R-56	1337	nonunits
2025-03-05	09:33:03	XA00860632G	Rnorod	1337	nonunits
2025-03-12	09:29:19	XA022908724	R-92	1337	nonunits
2025-03-25	09:10:10	XA04136520M	R-120	1337	nonunits
2025-04-08	08:52:26	XA008842566	R-199	1337	nonunits
2025-04-23	11:25:02	XA01660940D	R-256	1337	nonunits
2025-05-07	11:14:44	XA008158088	R-313	+2.7337	mWC
2025-05-21	12:28:34	XA02601308M	R-324	+2.7364	mWC
2025-06-11	12:17:54	XA02046514I	R-389	+2.7320	mWC
2025-07-02	10:51:24	XA02908372H	R-465	1337	nonunits
2025-07-17	10:41:32	XA00185331M	R-524	+2.7084	mWC
