 2026-06-03	09:16:37	XA00003937H	R-830	27.70 degC	36.80 %
 2026-06-03	09:17:39	XA00003937H	R-830	27.90 degC	36.60 %
 2026-06-03	09:18:08	XA00003937H	R-830	28.00 degC	36.40 %
 2026-06-03	09:18:32	XA00003937H	R-830	28.00 degC	36.00 %
