 2026-01-12	10:50:52	XA005647159	R-694	+1.3569 mWC 
 2026-04-20	10:55:18	XA00941309D	R-751	+1.3542 mWC 
 2026-06-02	11:08:57	XA00816471M	R-829	+1.3559 mWC 
