 2024-11-19	16:29:48	XNoDosimeter	RNoRod	-7.523	-158.051	58.692	23.268
 2025-01-27	11:39:46	XA017349157	RnoRod	1337	1337	1337	1337 2025-02-18	10:53:09	XA01269313H	R-55	1337	1337	1337	1337
 2025-03-05	09:18:19	XA009504579	Rnorod	1337	1337	1337	1337
