 2024-04-22-15:38:17				
 2024-04-22-15:43:41				
 2024-04-22-15:55:02				
 2024-04-24-16:06:27			0.032	0.021	0.034	23.001
 2024-05-02-16:15:31						
 2024-05-02-16:16:59						
 2024-07-29	17:20:16	XA02737341J	R-2	1337	1337	1337	1337
 2024-07-29	17:22:39	XA02737341J	R-3	1337	1337	1337	1337
