 2024-11-22	14:39:54	XNoDosimeter	RNoRod	-26.959	8.487	0.072	25.927
 2025-03-12	09:50:51	XA01043991D	R-39	1337	1337	1337	1337
 2025-03-25	09:32:28	XA02453697Z	R-132	1337	1337	1337	1337
 2025-04-08	09:16:46	XA012956452	R-163	1337	1337	1337	1337
 2025-04-23	11:00:07	XA00820416M	R-257	1337	1337	1337	1337
 2025-07-02	11:16:19	XA01372326E	R-466	1337	1337	1337	1337
 2025-07-17	12:45:26	XA025486074	R-513	-130.247	-2.397	-1.289	32.004
 2025-08-27	13:57:48	XA02896158W	R-575	-129.466	1.662	-1.529	31.614
 2025-09-10	12:11:13	XA00622400Z	R-649	1337	1337	1337	1337
 2025-10-23	10:11:15	XnoDosimeter	Rnorod	-129.044	5.802	-1.108	29.874
