 2026-06-01	10:43:22	XnoDosimeter	Rnorod	21.10 degC	52.80 %
 2026-06-02	09:04:08	XnoDosimeter	Rnorod	20.30 degC	48.50 %
 2026-06-03	07:26:55	XnoDosimeter	Rnorod	22.60 degC	44.50 %
 2026-06-03	08:32:26	XnoDosimeter	Rnorod	27.40 degC	32.50 %
 2026-06-03	09:24:49	XnoDosimeter	Rnorod	28.50 degC	35.90 %
 2026-06-04	13:37:28	XnoDosimeter	Rnorod	21.90 degC	45.90 %
 2026-06-09	09:46:38	XnoDosimeter	Rnorod	
 2026-06-09	16:44:37	XnoDosimeter	Rnorod	23.80 degC	42.10 %
 2026-06-10	10:29:50	XnoDosimeter	Rnorod	23.20 degC	48.20 %
 2026-06-10	15:59:57	XnoDosimeter	Rnorod	23.30 degC	42.20 %
 2026-06-11	09:01:52	XnoDosimeter	Rnorod	22.50 degC	50.70 %
 2026-06-11	16:54:36	XnoDosimeter	Rnorod	24.20 degC	39.70 %
 2026-06-12	09:01:00	XnoDosimeter	Rnorod	21.10 degC	48.50 %
 2026-06-12	13:18:02	XnoDosimeter	Rnorod	23.80 degC	42.60 %
 2026-06-15	09:38:32	XnoDosimeter	Rnorod	22.20 degC	46.40 %
 2026-06-15	09:42:47	XnoDosimeter	Rnorod	22.40 degC	46.00 %
 2026-06-15	09:45:19	XnoDosimeter	Rnorod	22.30 degC	45.70 %
 2026-06-15	09:47:43	XnoDosimeter	Rnorod	22.30 degC	45.70 %
 2026-06-15	09:51:47	XnoDosimeter	Rnorod	22.50 degC	46.10 %
 2026-06-15	09:55:48	XnoDosimeter	Rnorod	22.50 degC	45.90 %
 2026-06-15	09:58:58	XnoDosimeter	Rnorod	22.50 degC	45.90 %
 2026-06-15	10:02:03	XnoDosimeter	Rnorod	22.90 degC	45.00 %
 2026-06-15	10:05:54	XnoDosimeter	Rnorod	23.00 degC	44.50 %
 2026-06-15	14:44:24	XnoDosimeter	Rnorod	23.90 degC	42.80 %
 2026-06-16	15:02:35	XnoDosimeter	Rnorod	22.50 degC	45.90 %
 2026-06-16	16:08:32	XnoDosimeter	Rnorod	23.90 degC	43.00 %
 2026-06-17	09:08:13	XnoDosimeter	Rnorod	22.50 degC	48.00 %
 2026-06-17	14:04:11	XnoDosimeter	Rnorod	22.20 degC	44.80 %
 2026-06-17	14:06:23	XnoDosimeter	Rnorod	22.30 degC	44.70 %
 2026-06-17	14:08:10	XnoDosimeter	Rnorod	22.40 degC	44.60 %
 2026-06-17	14:10:15	XnoDosimeter	Rnorod	22.50 degC	44.30 %
 2026-06-17	14:13:37	XnoDosimeter	Rnorod	22.80 degC	43.60 %
 2026-06-17	14:15:43	XnoDosimeter	Rnorod	22.90 degC	43.00 %
 2026-06-17	14:17:55	XnoDosimeter	Rnorod	23.10 degC	42.80 %
 2026-06-17	14:20:13	XnoDosimeter	Rnorod	23.20 degC	42.50 %
 2026-06-17	14:22:31	XnoDosimeter	Rnorod	23.30 degC	42.30 %
 2026-06-17	14:24:32	XnoDosimeter	Rnorod	23.30 degC	42.20 %
 2026-06-17	16:27:40	XnoDosimeter	Rnorod	24.10 degC	40.60 %
 2026-06-18	09:16:59	XnoDosimeter	Rnorod	22.20 degC	46.90 %
 2026-06-18	16:50:37	XnoDosimeter	Rnorod	23.20 degC	43.20 %
 2026-06-24	08:53:09	XnoDosimeter	Rnorod	20.90 degC	49.80 %
 2026-06-24	15:34:33	XnoDosimeter	Rnorod	28.90 degC	47.90 %
