 2026-01-08	10:32:09	XA00542333P	R-739	+1.5573 mWC 
 2026-04-20	09:30:25	XA01153486B	R-786	+1.5600 mWC 
 2026-06-02	09:32:48	XA00755590E	R-806	+1.5568 mWC 
 2026-06-24	14:50:23	XA02575977O	R-896	+1.5568 mWC 
