 2026-06-01	10:45:32	XnoDosimeter	Rnorod	21.50 degC	52.50 %
 2026-06-02	09:05:23	XnoDosimeter	Rnorod	23.40 degC	48.40 %
 2026-06-03	07:27:23	XnoDosimeter	Rnorod	22.80 degC	41.70 %
 2026-06-03	08:32:49	XnoDosimeter	Rnorod	27.50 degC	32.20 %
 2026-06-03	09:25:18	XnoDosimeter	Rnorod	28.50 degC	35.90 %
 2026-06-04	13:43:36	XnoDosimeter	Rnorod	21.70 degC	46.20 %
 2026-06-09	09:47:43	XnoDosimeter	Rnorod	21.10 degC	52.20 %
 2026-06-09	16:45:30	XnoDosimeter	Rnorod	23.90 degC	41.80 %
 2026-06-10	10:32:14	XnoDosimeter	Rnorod	22.80 degC	48.30 %
 2026-06-10	16:00:25	XnoDosimeter	Rnorod	23.90 degC	40.30 %
 2026-06-11	09:02:28	XnoDosimeter	Rnorod	22.90 degC	49.40 %
 2026-06-11	16:55:14	XnoDosimeter	Rnorod	24.00 degC	40.00 %
 2026-06-12	09:01:40	XnoDosimeter	Rnorod	21.40 degC	48.30 %
 2026-06-12	13:18:33	XnoDosimeter	Rnorod	23.80 degC	42.60 %
 2026-06-15	09:36:30	XnoDosimeter	Rnorod	22.00 degC	46.70 %
 2026-06-15	09:39:17	XnoDosimeter	Rnorod	22.20 degC	46.50 %
 2026-06-15	09:43:32	XnoDosimeter	Rnorod	22.40 degC	45.70 %
 2026-06-15	09:46:10	XnoDosimeter	Rnorod	22.50 degC	45.50 %
 2026-06-15	09:48:10	XnoDosimeter	Rnorod	22.50 degC	45.70 %
 2026-06-15	09:53:25	XnoDosimeter	Rnorod	22.50 degC	45.80 %
 2026-06-15	09:56:25	XnoDosimeter	Rnorod	22.60 degC	46.10 %
 2026-06-15	09:59:42	XnoDosimeter	Rnorod	22.60 degC	45.90 %
 2026-06-15	10:02:54	XnoDosimeter	Rnorod	22.90 degC	44.70 %
 2026-06-15	10:06:31	XnoDosimeter	Rnorod	22.90 degC	44.40 %
 2026-06-15	14:44:56	XnoDosimeter	Rnorod	23.90 degC	42.50 %
 2026-06-16	15:03:12	XnoDosimeter	Rnorod	22.60 degC	45.80 %
 2026-06-16	16:08:58	XnoDosimeter	Rnorod	23.90 degC	43.00 %
 2026-06-17	09:08:42	XnoDosimeter	Rnorod	22.40 degC	48.10 %
 2026-06-17	14:04:47	XnoDosimeter	Rnorod	22.30 degC	44.90 %
 2026-06-17	14:06:49	XnoDosimeter	Rnorod	22.30 degC	44.70 %
 2026-06-17	14:08:39	XnoDosimeter	Rnorod	22.40 degC	44.50 %
 2026-06-17	14:10:43	XnoDosimeter	Rnorod	22.50 degC	44.40 %
 2026-06-17	14:14:10	XnoDosimeter	Rnorod	22.90 degC	43.50 %
 2026-06-17	14:16:27	XnoDosimeter	Rnorod	23.00 degC	43.20 %
 2026-06-17	14:18:35	XnoDosimeter	Rnorod	23.00 degC	42.90 %
 2026-06-17	14:20:41	XnoDosimeter	Rnorod	23.20 degC	42.50 %
 2026-06-17	14:22:56	XnoDosimeter	Rnorod	23.30 degC	42.30 %
 2026-06-17	14:25:40	XnoDosimeter	Rnorod	23.30 degC	42.10 %
 2026-06-17	16:28:30	XnoDosimeter	Rnorod	24.10 degC	40.90 %
 2026-06-18	09:17:55	XnoDosimeter	Rnorod	22.30 degC	46.80 %
 2026-06-18	09:19:44	XnoDosimeter	Rnorod	22.30 degC	46.60 %
 2026-06-18	16:51:04	XnoDosimeter	Rnorod	23.20 degC	43.00 %
 2026-06-24	08:53:42	XnoDosimeter	Rnorod	26.10 degC	51.60 %
 2026-06-24	15:35:10	XnoDosimeter	Rnorod	28.90 degC	47.50 %
