 2024-11-21	13:04:21	XNoDosimeter	RNoRod	-17.457	3.806	13.402	23.396
 2025-07-17	12:00:13	XA02318805C	R-540	-85.111	-3.874	6.253	32.197
 2025-08-27	13:26:12	XA003659429	R-571	-84.805	-4.729	6.705	31.994
 2025-10-23	09:17:28	XnoDosimeter	Rnorod	-85.074	-3.469	7.495	28.791
 2026-01-08	09:20:51	XA021955651	R-692	-85.088	-3.378	7.542	27.561
