 2024-11-21	10:21:56	XNoDosimeter	RNoRod	-7.707	-146.303	53.870	23.300
 2025-07-17	11:22:51	XA00244338G	R-531	5.124	-152.395	57.771	32.822
 2025-08-27	12:53:21	XA00012929D	R-585	-1.097	-158.213	56.446	32.299
 2025-10-21	10:42:52	XnoDosimeter	Rnorod	0.056	-158.241	61.345	23.836
 2026-01-12	11:44:20	XA008555937	R-700	-0.609	-157.540	61.878	28.385
