 2024-11-21	15:31:15	XNoDosimeter	RNoRod	+1.5477 mWC 
 2025-04-23	12:56:25	XnoDosimeter	Rnorod	+1.5371 mWC 
 2025-05-21	09:54:42	XA01141073U	R-330	+1.5371 mWC 
 2025-07-30	13:10:43	XA02110669C	R-501	+1.5369 mWC 
 2025-08-27	08:21:01	XA00775600H	R-603	+1.5349 mWC 
 2025-10-21	11:39:18	XnoDosimeter	RnoRod	+1.5404 mWC 
 2026-01-08	11:06:55	XA00201372Z	R-687	+1.5417 mWC 
