 2024-11-20	10:58:24	XNoDosimeter	RNoRod	+0.0120 mWC 
 2025-04-23	12:19:42	XnoDosimeter	Rnorod	+0.0083 mWC 
 2025-05-21	10:16:16	XA024854446	R-328	+0.0060 mWC 
 2025-07-30	13:27:16	XA02208072U	R-551	+0.0115 mWC 
 2025-08-27	08:37:28	XA00995846R	R-611	+0.0072 mWC 
 2025-10-21	12:01:51	XnoDosimeter	Rnorod	+0.0087 mWC 
 2026-01-08	11:26:49	XA00822408H	R-695	+0.0079 mWC 
