 2024-11-20	16:09:15	XnoDosimetry	RnoRod	+1.2662 mWC 
 2025-05-07	10:10:49	XA007867143	R-274	+1.2489 mWC 
 2025-05-21	10:49:50	XA011825468	R-356	+1.2655 mWC 
 2025-06-11	10:55:13	XA00936781A	R-388	+1.2620 mWC 
 2025-07-17	12:30:39	XA00764126G	R-557	+1.2464 mWC 
 2025-08-27	13:41:53	XA02350008M	R-583	+1.2494 mWC 
 2025-10-23	09:47:40	XnoDosimeter	Rnorod	+1.2528 mWC 
 2026-01-08	09:42:06	XA01094391E	R-737	+1.2618 mWC 
