sample_id,date,probe_temp_C,corrected_temp_C,temp_uncertainty_C,correction_source,alpha_used
Y-26-4,2024-11-05,24.3,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-26-4,2025-07-30,31.2,31.2,0.09,teslameter_probe,-0.0004
Y-26-4,2025-08-27,30.81,30.81,0.01,teslameter_probe,-0.0004
Y-26-4,2025-10-21,27.6,27.6,0.05,teslameter_probe,-0.0004
Y-26-4,2026-01-08,28.36,28.36,0.07,teslameter_probe,-0.0004
Y-27-1,2024-11-05,24.62,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.001
Y-27-1,2025-07-15,23.78,23.78,1.04,teslameter_probe,-0.001
Y-27-2,2024-11-05,25.44,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0011
Y-27-2,2025-07-15,24.33,24.33,0.84,teslameter_probe,-0.0011
Y-27-3,2024-11-05,25.75,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-27-3,2025-07-15,24.76,24.76,1.16,teslameter_probe,-0.0004
Y-27-4,2024-11-05,25.1,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-27-4,2025-07-15,24.61,24.61,1.09,teslameter_probe,-0.0004
Y-28-1,2024-11-07,23.59,23.8,1.0,Y_BASELINE_TEMP_LOOKUP,-0.001
Y-28-2,2024-11-07,24.2,23.8,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0011
Y-28-3,2024-11-07,24.4,23.8,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-28-4,2024-11-07,24.75,23.8,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-29-1,2024-11-07,23.14,23.8,1.0,Y_BASELINE_TEMP_LOOKUP,-0.001
Y-29-2,2024-11-07,24.06,23.8,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0011
Y-29-3,2024-11-07,25.21,23.8,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-29-4,2024-11-07,25.39,23.8,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-3-1,2024-11-07,23.8,23.8,1.0,Y_BASELINE_TEMP_LOOKUP,-0.001
Y-3-1,2025-07-30,31.23,31.23,0.11,teslameter_probe,-0.001
Y-3-1,2025-08-27,30.53,30.53,0.05,teslameter_probe,-0.001
Y-3-1,2025-10-21,26.88,26.88,0.03,teslameter_probe,-0.001
Y-3-1,2026-01-08,28.51,28.51,0.11,teslameter_probe,-0.001
Y-3-2,2024-11-07,23.8,23.8,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0011
Y-3-2,2025-07-30,31.08,31.08,0.01,teslameter_probe,-0.0011
Y-3-2,2025-08-27,30.54,30.54,0.05,teslameter_probe,-0.0011
Y-3-2,2025-10-21,27.15,27.15,0.05,teslameter_probe,-0.0011
Y-3-2,2026-01-08,28.52,28.52,0.05,teslameter_probe,-0.0011
Y-3-3,2024-11-07,23.8,23.8,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-3-3,2025-07-30,31.05,31.05,0.16,teslameter_probe,-0.0004
Y-3-3,2025-08-27,30.28,30.28,0.08,teslameter_probe,-0.0004
Y-3-3,2025-10-21,27.27,27.27,0.04,teslameter_probe,-0.0004
Y-3-3,2026-01-08,27.54,27.54,0.16,teslameter_probe,-0.0004
Y-3-4,2024-11-07,23.8,23.8,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-3-4,2025-07-30,31.04,31.04,0.02,teslameter_probe,-0.0004
Y-3-4,2025-08-27,30.24,30.24,0.05,teslameter_probe,-0.0004
Y-3-4,2025-10-21,27.37,27.37,0.03,teslameter_probe,-0.0004
Y-3-4,2026-01-08,28.62,28.62,0.05,teslameter_probe,-0.0004
Y-30-1,2024-11-05,24.3,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.001
Y-30-1,2025-07-30,32.14,32.14,0.02,teslameter_probe,-0.001
Y-30-1,2025-08-27,32.17,32.17,0.02,teslameter_probe,-0.001
Y-30-1,2025-10-21,23.25,23.25,0.01,teslameter_probe,-0.001
Y-30-1,2026-01-12,25.35,25.35,0.04,teslameter_probe,-0.001
Y-30-2,2024-11-05,24.3,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0011
Y-30-2,2025-07-30,32.09,32.09,0.02,teslameter_probe,-0.0011
Y-30-2,2025-08-27,32.05,32.05,0.02,teslameter_probe,-0.0011
Y-30-2,2025-10-21,23.27,23.27,0.02,teslameter_probe,-0.0011
Y-30-2,2026-01-12,25.66,25.66,0.08,teslameter_probe,-0.0011
Y-30-3,2024-11-05,24.3,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-30-3,2025-07-30,32.04,32.04,0.03,teslameter_probe,-0.0004
Y-30-3,2025-08-27,32.06,32.06,0.03,teslameter_probe,-0.0004
Y-30-3,2025-10-21,23.16,23.16,0.03,teslameter_probe,-0.0004
Y-30-3,2026-01-12,25.92,25.92,0.08,teslameter_probe,-0.0004
Y-30-4,2024-11-05,24.3,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-30-4,2025-07-30,31.99,31.99,0.05,teslameter_probe,-0.0004
Y-30-4,2025-08-27,31.8,31.8,0.1,teslameter_probe,-0.0004
Y-30-4,2025-10-21,23.11,23.11,0.04,teslameter_probe,-0.0004
Y-30-4,2026-01-12,26.33,26.33,0.04,teslameter_probe,-0.0004
Y-31-1,2024-11-05,25.22,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.001
Y-31-1,2025-07-15,24.72,24.72,0.29,teslameter_probe,-0.001
Y-31-1,2025-07-16,23.79,23.79,0.61,teslameter_probe,-0.001
Y-31-2,2024-11-05,25.34,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0011
Y-31-2,2025-07-15,24.44,24.44,0.15,teslameter_probe,-0.0011
Y-31-2,2025-07-16,23.53,23.53,0.3,teslameter_probe,-0.0011
Y-31-3,2024-11-05,25.58,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-31-3,2025-07-15,24.62,24.62,0.02,teslameter_probe,-0.0004
Y-31-3,2025-07-16,24.0,24.0,0.02,teslameter_probe,-0.0004
Y-31-4,2024-11-05,25.36,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-31-4,2025-07-15,24.62,24.62,0.16,teslameter_probe,-0.0004
Y-31-4,2025-07-16,24.25,24.25,0.07,teslameter_probe,-0.0004
Y-32-1,2024-11-07,23.8,23.8,1.0,Y_BASELINE_TEMP_LOOKUP,-0.001
Y-32-1,2025-07-30,31.04,31.04,0.16,teslameter_probe,-0.001
Y-32-1,2025-08-27,31.73,31.73,0.03,teslameter_probe,-0.001
Y-32-1,2025-10-29,27.8,27.8,0.0,teslameter_probe,-0.001
Y-32-1,2026-01-12,25.94,25.94,0.01,teslameter_probe,-0.001
Y-32-2,2024-11-07,23.8,23.8,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0011
Y-32-2,2025-07-30,31.31,31.31,0.24,teslameter_probe,-0.0011
Y-32-2,2025-08-27,31.78,31.78,0.04,teslameter_probe,-0.0011
Y-32-2,2025-10-29,27.78,27.78,0.01,teslameter_probe,-0.0011
Y-32-2,2026-01-12,26.09,26.09,0.03,teslameter_probe,-0.0011
Y-32-3,2024-11-07,23.8,23.8,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-32-3,2025-07-30,31.45,31.45,0.08,teslameter_probe,-0.0004
Y-32-3,2025-08-27,31.75,31.75,0.06,teslameter_probe,-0.0004
Y-32-3,2025-10-29,27.81,27.81,0.01,teslameter_probe,-0.0004
Y-32-3,2026-01-12,26.16,26.16,0.04,teslameter_probe,-0.0004
Y-32-4,2024-11-07,23.8,23.8,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-32-4,2025-07-30,31.54,31.54,0.08,teslameter_probe,-0.0004
Y-32-4,2025-08-27,31.81,31.81,0.04,teslameter_probe,-0.0004
Y-32-4,2025-10-29,27.69,27.69,0.01,teslameter_probe,-0.0004
Y-32-4,2026-01-12,26.08,26.08,0.02,teslameter_probe,-0.0004
Y-33-1,2024-11-07,25.27,23.8,1.0,Y_BASELINE_TEMP_LOOKUP,-0.001
Y-33-2,2024-11-07,25.36,23.8,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0011
Y-33-3,2024-11-07,25.57,23.8,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-33-4,2024-11-07,25.37,23.8,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-34-1,2024-11-05,24.3,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.001
Y-34-1,2025-07-17,31.41,31.41,0.18,teslameter_probe,-0.001
Y-34-1,2025-08-27,30.95,30.95,0.08,teslameter_probe,-0.001
Y-34-1,2025-10-23,28.55,28.55,0.03,teslameter_probe,-0.001
Y-34-1,2026-01-08,27.27,27.27,0.24,teslameter_probe,-0.001
Y-34-2,2024-11-05,24.3,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0011
Y-34-2,2025-07-17,31.84,31.84,0.18,teslameter_probe,-0.0011
Y-34-2,2025-08-27,31.11,31.11,0.06,teslameter_probe,-0.0011
Y-34-2,2025-10-23,28.44,28.44,0.05,teslameter_probe,-0.0011
Y-34-2,2026-01-08,27.13,27.13,0.02,teslameter_probe,-0.0011
Y-34-3,2024-11-05,24.3,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-34-3,2025-07-17,32.2,32.2,0.16,teslameter_probe,-0.0004
Y-34-3,2025-08-27,31.29,31.29,0.11,teslameter_probe,-0.0004
Y-34-3,2025-10-23,28.35,28.35,0.03,teslameter_probe,-0.0004
Y-34-3,2026-01-08,27.18,27.18,0.02,teslameter_probe,-0.0004
Y-34-4,2024-11-05,24.3,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-34-4,2025-07-17,32.35,32.35,0.17,teslameter_probe,-0.0004
Y-34-4,2025-08-27,31.16,31.16,0.07,teslameter_probe,-0.0004
Y-34-4,2025-10-23,28.32,28.32,0.02,teslameter_probe,-0.0004
Y-34-4,2026-01-08,27.22,27.22,0.07,teslameter_probe,-0.0004
Y-35-2,2024-11-05,25.66,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0011
Y-35-3,2024-11-05,25.81,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-35-4,2024-11-05,26.84,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-36-1,2024-11-05,24.3,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.001
Y-36-1,2025-07-17,33.73,33.73,0.03,teslameter_probe,-0.001
Y-36-1,2025-08-27,31.35,31.35,0.13,teslameter_probe,-0.001
Y-36-1,2025-10-23,28.58,28.58,0.02,teslameter_probe,-0.001
Y-36-1,2026-01-08,27.24,27.24,0.06,teslameter_probe,-0.001
Y-36-2,2024-11-05,24.3,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0011
Y-36-2,2025-07-17,33.73,33.73,0.02,teslameter_probe,-0.0011
Y-36-2,2025-08-27,31.22,31.22,0.01,teslameter_probe,-0.0011
Y-36-2,2025-10-23,28.52,28.52,0.07,teslameter_probe,-0.0011
Y-36-2,2026-01-08,27.1,27.1,0.03,teslameter_probe,-0.0011
Y-36-3,2024-11-05,24.3,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-36-3,2025-07-17,33.74,33.74,0.03,teslameter_probe,-0.0004
Y-36-3,2025-08-27,31.19,31.19,0.0,teslameter_probe,-0.0004
Y-36-3,2025-10-23,28.47,28.47,0.01,teslameter_probe,-0.0004
Y-36-3,2026-01-08,27.13,27.13,0.07,teslameter_probe,-0.0004
Y-36-4,2024-11-05,24.3,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-36-4,2025-07-17,33.71,33.71,0.03,teslameter_probe,-0.0004
Y-36-4,2025-08-27,31.22,31.22,0.03,teslameter_probe,-0.0004
Y-36-4,2025-10-23,28.52,28.52,0.02,teslameter_probe,-0.0004
Y-36-4,2026-01-08,27.39,27.39,0.01,teslameter_probe,-0.0004
Y-37-1,2024-11-07,24.83,23.8,1.0,Y_BASELINE_TEMP_LOOKUP,-0.001
Y-37-2,2024-11-07,24.11,23.8,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0011
Y-37-3,2024-11-07,24.48,23.8,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-37-4,2024-11-07,25.21,23.8,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-38-1,2024-11-05,24.3,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.001
Y-38-1,2025-07-17,33.28,33.28,0.07,teslameter_probe,-0.001
Y-38-1,2025-08-27,31.21,31.21,0.07,teslameter_probe,-0.001
Y-38-1,2025-10-23,27.74,27.74,0.16,teslameter_probe,-0.001
Y-38-1,2026-01-08,26.77,26.77,0.07,teslameter_probe,-0.001
Y-38-2,2024-11-05,24.3,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0011
Y-38-2,2025-07-17,33.42,33.42,0.03,teslameter_probe,-0.0011
Y-38-2,2025-08-27,31.25,31.25,0.11,teslameter_probe,-0.0011
Y-38-2,2025-10-23,28.26,28.26,0.11,teslameter_probe,-0.0011
Y-38-2,2026-01-08,27.51,27.51,0.07,teslameter_probe,-0.0011
Y-38-3,2024-11-05,24.3,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-38-3,2025-07-17,33.32,33.32,0.03,teslameter_probe,-0.0004
Y-38-3,2025-08-27,31.13,31.13,0.06,teslameter_probe,-0.0004
Y-38-3,2025-10-23,27.85,27.85,0.08,teslameter_probe,-0.0004
Y-38-3,2026-01-08,27.02,27.02,0.09,teslameter_probe,-0.0004
Y-38-4,2024-11-05,24.3,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-38-4,2025-07-17,33.33,33.33,0.1,teslameter_probe,-0.0004
Y-38-4,2025-08-27,31.23,31.23,0.09,teslameter_probe,-0.0004
Y-38-4,2025-10-23,27.62,27.62,0.05,teslameter_probe,-0.0004
Y-38-4,2026-01-08,27.28,27.28,0.04,teslameter_probe,-0.0004
Y-39-1,2024-11-05,24.3,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.001
Y-39-1,2025-07-17,31.98,31.98,0.08,teslameter_probe,-0.001
Y-39-1,2025-08-27,32.05,32.05,0.19,teslameter_probe,-0.001
Y-39-1,2025-10-23,25.76,25.76,0.12,teslameter_probe,-0.001
Y-39-1,2026-01-08,27.21,27.21,0.23,teslameter_probe,-0.001
Y-39-2,2024-11-05,24.3,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0011
Y-39-2,2025-07-17,31.98,31.98,0.03,teslameter_probe,-0.0011
Y-39-2,2025-08-27,31.82,31.82,0.04,teslameter_probe,-0.0011
Y-39-2,2025-10-23,26.69,26.69,0.22,teslameter_probe,-0.0011
Y-39-2,2026-01-08,26.59,26.59,0.14,teslameter_probe,-0.0011
Y-39-3,2024-11-05,24.3,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-39-3,2025-07-17,32.0,32.0,0.08,teslameter_probe,-0.0004
Y-39-3,2025-08-27,31.93,31.93,0.03,teslameter_probe,-0.0004
Y-39-3,2025-10-23,27.23,27.23,0.15,teslameter_probe,-0.0004
Y-39-3,2026-01-08,25.84,25.84,0.24,teslameter_probe,-0.0004
Y-39-4,2024-11-05,24.3,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-39-4,2025-07-17,32.1,32.1,0.1,teslameter_probe,-0.0004
Y-39-4,2025-08-27,31.97,31.97,0.02,teslameter_probe,-0.0004
Y-39-4,2025-10-23,27.43,27.43,0.17,teslameter_probe,-0.0004
Y-39-4,2026-01-08,24.94,24.94,0.44,teslameter_probe,-0.0004
Y-4-1,2024-11-05,24.3,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.001
Y-4-1,2025-07-17,32.68,32.68,0.03,teslameter_probe,-0.001
Y-4-1,2025-08-27,30.73,30.73,0.09,teslameter_probe,-0.001
Y-4-1,2025-10-21,23.54,23.54,0.03,teslameter_probe,-0.001
Y-4-1,2026-01-12,28.14,28.14,0.18,teslameter_probe,-0.001
Y-4-2,2024-11-05,24.3,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0011
Y-4-2,2025-07-17,32.69,32.69,0.01,teslameter_probe,-0.0011
Y-4-2,2025-08-27,30.74,30.74,0.06,teslameter_probe,-0.0011
Y-4-2,2025-10-21,23.52,23.52,0.06,teslameter_probe,-0.0011
Y-4-2,2026-01-12,27.79,27.79,0.09,teslameter_probe,-0.0011
Y-4-3,2024-11-05,24.3,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-4-3,2025-07-17,32.72,32.72,0.03,teslameter_probe,-0.0004
Y-4-3,2025-08-27,30.66,30.66,0.01,teslameter_probe,-0.0004
Y-4-3,2025-10-21,23.56,23.56,0.05,teslameter_probe,-0.0004
Y-4-3,2026-01-12,27.65,27.65,0.06,teslameter_probe,-0.0004
Y-4-4,2024-11-05,24.3,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-4-4,2025-07-17,32.77,32.77,0.01,teslameter_probe,-0.0004
Y-4-4,2025-08-27,30.67,30.67,0.02,teslameter_probe,-0.0004
Y-4-4,2025-10-21,23.7,23.7,0.03,teslameter_probe,-0.0004
Y-4-4,2026-01-12,27.95,27.95,0.01,teslameter_probe,-0.0004
Y-40-1,2024-11-05,24.3,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.001
Y-40-1,2025-07-30,30.71,30.71,0.05,teslameter_probe,-0.001
Y-40-1,2025-08-27,30.94,30.94,0.06,teslameter_probe,-0.001
Y-40-1,2025-10-21,27.91,27.91,0.05,teslameter_probe,-0.001
Y-40-1,2026-01-08,28.24,28.24,0.09,teslameter_probe,-0.001
Y-40-2,2024-11-05,24.3,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0011
Y-40-2,2025-07-30,30.81,30.81,0.15,teslameter_probe,-0.0011
Y-40-2,2025-08-27,30.85,30.85,0.0,teslameter_probe,-0.0011
Y-40-2,2025-10-21,27.72,27.72,0.03,teslameter_probe,-0.0011
Y-40-2,2026-01-08,28.15,28.15,0.07,teslameter_probe,-0.0011
Y-40-3,2024-11-05,24.3,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-40-3,2025-07-30,30.86,30.86,0.12,teslameter_probe,-0.0004
Y-40-3,2025-08-27,30.88,30.88,0.11,teslameter_probe,-0.0004
Y-40-3,2025-10-21,27.61,27.61,0.04,teslameter_probe,-0.0004
Y-40-3,2026-01-08,28.11,28.11,0.04,teslameter_probe,-0.0004
Y-40-4,2024-11-05,24.3,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-40-4,2025-07-30,31.1,31.1,0.09,teslameter_probe,-0.0004
Y-40-4,2025-08-27,30.83,30.83,0.07,teslameter_probe,-0.0004
Y-40-4,2025-10-21,27.67,27.67,0.07,teslameter_probe,-0.0004
Y-40-4,2026-01-08,28.2,28.2,0.04,teslameter_probe,-0.0004
Y-5-1,2024-11-05,24.3,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.001
Y-5-1,2025-07-30,31.5,31.5,0.05,teslameter_probe,-0.001
Y-5-1,2025-08-27,32.34,32.34,0.04,teslameter_probe,-0.001
Y-5-1,2025-10-21,23.61,23.61,0.08,teslameter_probe,-0.001
Y-5-1,2026-01-12,27.72,27.72,0.14,teslameter_probe,-0.001
Y-5-2,2024-11-05,24.3,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0011
Y-5-2,2025-07-30,31.72,31.72,0.1,teslameter_probe,-0.0011
Y-5-2,2025-08-27,32.31,32.31,0.1,teslameter_probe,-0.0011
Y-5-2,2025-10-21,23.46,23.46,0.06,teslameter_probe,-0.0011
Y-5-2,2026-01-12,27.44,27.44,0.1,teslameter_probe,-0.0011
Y-5-3,2024-11-05,24.3,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-5-3,2025-07-30,31.79,31.79,0.01,teslameter_probe,-0.0004
Y-5-3,2025-08-27,32.12,32.12,0.04,teslameter_probe,-0.0004
Y-5-3,2025-10-21,23.43,23.43,0.07,teslameter_probe,-0.0004
Y-5-3,2026-01-12,27.82,27.82,0.13,teslameter_probe,-0.0004
Y-5-4,2024-11-05,24.3,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-5-4,2025-07-30,31.83,31.83,0.03,teslameter_probe,-0.0004
Y-5-4,2025-08-27,32.13,32.13,0.0,teslameter_probe,-0.0004
Y-5-4,2025-10-21,23.26,23.26,0.02,teslameter_probe,-0.0004
Y-5-4,2026-01-12,28.21,28.21,0.1,teslameter_probe,-0.0004
Y-6-1,2024-11-07,23.8,23.8,1.0,Y_BASELINE_TEMP_LOOKUP,-0.001
Y-6-1,2025-07-17,33.59,33.59,0.07,teslameter_probe,-0.001
Y-6-1,2025-08-27,31.43,31.43,0.1,teslameter_probe,-0.001
Y-6-1,2025-10-23,28.71,28.71,0.01,teslameter_probe,-0.001
Y-6-1,2026-01-08,27.42,27.42,0.04,teslameter_probe,-0.001
Y-6-2,2024-11-07,23.8,23.8,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0011
Y-6-2,2025-07-17,33.59,33.59,0.08,teslameter_probe,-0.0011
Y-6-2,2025-08-27,31.14,31.14,0.02,teslameter_probe,-0.0011
Y-6-2,2025-10-23,28.74,28.74,0.03,teslameter_probe,-0.0011
Y-6-2,2026-01-08,27.34,27.34,0.09,teslameter_probe,-0.0011
Y-6-3,2024-11-07,23.8,23.8,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-6-3,2025-07-17,33.54,33.54,0.04,teslameter_probe,-0.0004
Y-6-3,2025-08-27,31.49,31.49,0.03,teslameter_probe,-0.0004
Y-6-3,2025-10-23,28.68,28.68,0.01,teslameter_probe,-0.0004
Y-6-3,2026-01-08,27.33,27.33,0.05,teslameter_probe,-0.0004
Y-6-4,2024-11-07,23.8,23.8,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-6-4,2025-07-17,33.59,33.59,0.03,teslameter_probe,-0.0004
Y-6-4,2025-08-27,31.27,31.27,0.04,teslameter_probe,-0.0004
Y-6-4,2025-10-23,28.73,28.73,0.02,teslameter_probe,-0.0004
Y-6-4,2026-01-08,27.2,27.2,0.05,teslameter_probe,-0.0004
Y-7-1,2024-11-07,23.8,23.8,1.0,Y_BASELINE_TEMP_LOOKUP,-0.001
Y-7-1,2025-07-17,32.05,32.05,0.01,teslameter_probe,-0.001
Y-7-1,2025-08-27,31.72,31.72,0.02,teslameter_probe,-0.001
Y-7-1,2025-10-23,28.6,28.6,0.07,teslameter_probe,-0.001
Y-7-1,2026-01-08,27.85,27.85,0.01,teslameter_probe,-0.001
Y-7-2,2024-11-07,23.8,23.8,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0011
Y-7-2,2025-07-17,32.05,32.05,0.04,teslameter_probe,-0.0011
Y-7-2,2025-08-27,31.83,31.83,0.12,teslameter_probe,-0.0011
Y-7-2,2025-10-23,28.73,28.73,0.07,teslameter_probe,-0.0011
Y-7-2,2026-01-08,27.94,27.94,0.08,teslameter_probe,-0.0011
Y-7-3,2024-11-07,23.8,23.8,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-7-3,2025-07-17,31.98,31.98,0.02,teslameter_probe,-0.0004
Y-7-3,2025-08-27,31.98,31.98,0.06,teslameter_probe,-0.0004
Y-7-3,2025-10-23,28.85,28.85,0.07,teslameter_probe,-0.0004
Y-7-3,2026-01-08,27.92,27.92,0.03,teslameter_probe,-0.0004
Y-7-4,2024-11-07,23.8,23.8,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-7-4,2025-07-17,32.01,32.01,0.01,teslameter_probe,-0.0004
Y-7-4,2025-08-27,32.0,32.0,0.13,teslameter_probe,-0.0004
Y-7-4,2025-10-23,29.23,29.23,0.22,teslameter_probe,-0.0004
Y-7-4,2026-01-08,28.14,28.14,0.09,teslameter_probe,-0.0004
Y-8-1,2024-09-30,26.0,25.8,0.5,Y_BASELINE_TEMP_LOOKUP,-0.001
Y-8-1,2025-07-15,22.96,22.96,0.1,teslameter_probe,-0.001
Y-8-1,2025-08-26,22.18,22.18,0.23,teslameter_probe,-0.001
Y-8-1,2025-08-27,31.42,31.42,0.04,teslameter_probe,-0.001
Y-8-1,2025-10-20,20.89,20.89,0.13,teslameter_probe,-0.001
Y-8-2,2024-09-30,27.61,25.8,0.5,Y_BASELINE_TEMP_LOOKUP,-0.0011
Y-8-2,2025-07-15,23.32,23.32,0.06,teslameter_probe,-0.0011
Y-8-2,2025-08-26,22.93,22.93,0.29,teslameter_probe,-0.0011
Y-8-2,2025-08-27,31.74,31.74,0.1,teslameter_probe,-0.0011
Y-8-2,2025-10-20,21.44,21.44,0.11,teslameter_probe,-0.0011
Y-8-3,2024-09-30,26.7,25.8,0.5,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-8-3,2025-07-15,23.79,23.79,0.26,teslameter_probe,-0.0004
Y-8-3,2025-08-26,24.02,24.02,0.11,teslameter_probe,-0.0004
Y-8-3,2025-08-27,31.51,31.51,0.09,teslameter_probe,-0.0004
Y-8-3,2025-10-20,21.8,21.8,0.19,teslameter_probe,-0.0004
Y-8-4,2024-09-30,26.35,25.8,0.5,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-8-4,2025-07-15,24.62,24.62,0.09,teslameter_probe,-0.0004
Y-8-4,2025-08-26,24.22,24.22,0.14,teslameter_probe,-0.0004
Y-8-4,2025-08-27,31.63,31.63,0.05,teslameter_probe,-0.0004
Y-8-4,2025-10-20,22.34,22.34,0.02,teslameter_probe,-0.0004
Y-9-1,2024-11-05,24.3,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.001
Y-9-1,2025-07-17,31.67,31.67,0.05,teslameter_probe,-0.001
Y-9-1,2025-08-27,31.58,31.58,0.01,teslameter_probe,-0.001
Y-9-1,2025-10-23,29.14,29.14,0.05,teslameter_probe,-0.001
Y-9-1,2026-01-08,28.53,28.53,0.12,teslameter_probe,-0.001
Y-9-2,2024-11-05,24.3,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0011
Y-9-2,2025-07-17,31.7,31.7,0.02,teslameter_probe,-0.0011
Y-9-2,2025-08-27,31.65,31.65,0.04,teslameter_probe,-0.0011
Y-9-2,2025-10-23,29.12,29.12,0.06,teslameter_probe,-0.0011
Y-9-2,2026-01-08,28.17,28.17,0.01,teslameter_probe,-0.0011
Y-9-3,2024-11-05,24.3,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-9-3,2025-07-17,31.67,31.67,0.03,teslameter_probe,-0.0004
Y-9-3,2025-08-27,31.76,31.76,0.08,teslameter_probe,-0.0004
Y-9-3,2025-10-23,28.94,28.94,0.06,teslameter_probe,-0.0004
Y-9-3,2026-01-08,28.19,28.19,0.01,teslameter_probe,-0.0004
Y-9-4,2024-11-05,24.3,24.3,1.0,Y_BASELINE_TEMP_LOOKUP,-0.0004
Y-9-4,2025-07-17,31.7,31.7,0.01,teslameter_probe,-0.0004
Y-9-4,2025-08-27,31.68,31.68,0.02,teslameter_probe,-0.0004
Y-9-4,2025-10-23,29.17,29.17,0.09,teslameter_probe,-0.0004
