plate,slot,sample_id,material,region,date,pct_change
4,3,Y-4-3,N42EH,North Linac,2025-07-17,-1.182
4,3,Y-4-3,N42EH,North Linac,2025-08-27,-0.7424
4,3,Y-4-3,N42EH,North Linac,2025-10-21,-0.7405
4,3,Y-4-3,N42EH,North Linac,2026-01-12,-0.3742
4,4,Y-4-4,SmCo33H,North Linac,2025-07-17,-0.7506
4,4,Y-4-4,SmCo33H,North Linac,2025-08-27,-0.3711
4,4,Y-4-4,SmCo33H,North Linac,2025-10-21,-0.2549
4,4,Y-4-4,SmCo33H,North Linac,2026-01-12,-0.0368
40,1,Y-40-1,N52SH,SE Arc,2025-07-30,-0.3885
40,1,Y-40-1,N52SH,SE Arc,2025-08-27,-0.2016
40,1,Y-40-1,N52SH,SE Arc,2025-10-21,-0.2761
40,1,Y-40-1,N52SH,SE Arc,2026-01-08,-0.1005
40,2,Y-40-2,SmCo35,SE Arc,2025-07-30,0.039
40,2,Y-40-2,SmCo35,SE Arc,2025-08-27,-0.0706
40,2,Y-40-2,SmCo35,SE Arc,2025-10-21,-0.0017
40,2,Y-40-2,SmCo35,SE Arc,2026-01-08,0.0526
40,3,Y-40-3,N42EH,SE Arc,2025-07-30,-0.1303
40,3,Y-40-3,N42EH,SE Arc,2025-08-27,-0.1873
40,3,Y-40-3,N42EH,SE Arc,2025-10-21,-0.2619
40,3,Y-40-3,N42EH,SE Arc,2026-01-08,-0.0756
40,4,Y-40-4,SmCo33H,SE Arc,2025-07-30,-6.1963
40,4,Y-40-4,SmCo33H,SE Arc,2025-08-27,-6.2968
40,4,Y-40-4,SmCo33H,SE Arc,2025-10-21,-6.2804
40,4,Y-40-4,SmCo33H,SE Arc,2026-01-08,-6.1428
5,1,Y-5-1,SmCo33H,South Linac,2025-07-30,0.3281
5,1,Y-5-1,SmCo33H,South Linac,2025-08-27,0.1973
5,1,Y-5-1,SmCo33H,South Linac,2025-10-21,0.1557
5,1,Y-5-1,SmCo33H,South Linac,2026-01-12,0.3885
5,2,Y-5-2,N52SH,South Linac,2025-07-30,-0.1918
5,2,Y-5-2,N52SH,South Linac,2025-08-27,-0.1799
5,2,Y-5-2,N52SH,South Linac,2025-10-21,-0.5819
5,2,Y-5-2,N52SH,South Linac,2026-01-12,-0.0514
5,3,Y-5-3,SmCo35,South Linac,2025-07-30,0.0404
5,3,Y-5-3,SmCo35,South Linac,2025-08-27,-0.1042
5,3,Y-5-3,SmCo35,South Linac,2025-10-21,-0.276
5,3,Y-5-3,SmCo35,South Linac,2026-01-12,0.0299
5,4,Y-5-4,N42EH,South Linac,2025-07-30,-0.1728
5,4,Y-5-4,N42EH,South Linac,2025-08-27,-0.2456
5,4,Y-5-4,N42EH,South Linac,2025-10-21,-0.5471
5,4,Y-5-4,N42EH,South Linac,2026-01-12,-0.0506
6,1,Y-6-1,SmCo35,NW Arc,2025-07-17,-0.6744
6,1,Y-6-1,SmCo35,NW Arc,2025-08-27,-0.1016
6,1,Y-6-1,SmCo35,NW Arc,2025-10-23,-0.0069
6,1,Y-6-1,SmCo35,NW Arc,2026-01-08,0.0803
6,2,Y-6-2,N42EH,NW Arc,2025-07-17,-0.9803
6,2,Y-6-2,N42EH,NW Arc,2025-08-27,-0.5178
6,2,Y-6-2,N42EH,NW Arc,2025-10-23,-0.3025
6,3,Y-6-3,SmCo33H,NW Arc,2025-07-17,-0.708
6,3,Y-6-3,SmCo33H,NW Arc,2025-08-27,-0.279
6,3,Y-6-3,SmCo33H,NW Arc,2025-10-23,-0.0832
6,3,Y-6-3,SmCo33H,NW Arc,2026-01-08,0.103
6,4,Y-6-4,N52SH,NW Arc,2025-07-17,-1.04
6,4,Y-6-4,N52SH,NW Arc,2025-08-27,-0.4212
6,4,Y-6-4,N52SH,NW Arc,2025-10-23,-0.147
6,4,Y-6-4,N52SH,NW Arc,2026-01-08,-0.1085
7,1,Y-7-1,N42EH,NE Arc,2025-07-17,-0.9739
7,1,Y-7-1,N42EH,NE Arc,2025-08-27,-0.5325
7,1,Y-7-1,N42EH,NE Arc,2025-10-23,-0.3916
7,1,Y-7-1,N42EH,NE Arc,2026-01-08,-0.4155
7,2,Y-7-2,SmCo33H,NE Arc,2025-07-17,-0.8666
7,2,Y-7-2,SmCo33H,NE Arc,2025-08-27,-0.6244
7,2,Y-7-2,SmCo33H,NE Arc,2025-10-23,-0.053
7,2,Y-7-2,SmCo33H,NE Arc,2026-01-08,-0.0751
7,3,Y-7-3,N52SH,NE Arc,2025-07-17,-0.9733
7,3,Y-7-3,N52SH,NE Arc,2025-08-27,-0.4318
7,3,Y-7-3,N52SH,NE Arc,2025-10-23,-0.3166
7,3,Y-7-3,N52SH,NE Arc,2026-01-08,-0.4116
7,4,Y-7-4,SmCo35,NE Arc,2025-07-17,-0.7101
7,4,Y-7-4,SmCo35,NE Arc,2025-08-27,-0.2183
7,4,Y-7-4,SmCo35,NE Arc,2025-10-23,-0.1346
7,4,Y-7-4,SmCo35,NE Arc,2026-01-08,-0.1409
9,1,Y-9-1,SmCo33H,NE Arc,2025-07-17,-0.6824
9,1,Y-9-1,SmCo33H,NE Arc,2025-08-27,-0.2885
9,1,Y-9-1,SmCo33H,NE Arc,2025-10-23,0.0008
9,1,Y-9-1,SmCo33H,NE Arc,2026-01-08,0.0343
9,2,Y-9-2,N52SH,NE Arc,2025-07-17,-1.1156
9,2,Y-9-2,N52SH,NE Arc,2025-08-27,-0.7592
9,2,Y-9-2,N52SH,NE Arc,2026-01-08,-0.4219
9,3,Y-9-3,SmCo35,NE Arc,2025-07-17,-0.9609
9,3,Y-9-3,SmCo35,NE Arc,2025-08-27,-0.4264
9,3,Y-9-3,SmCo35,NE Arc,2025-10-23,-0.2137
9,3,Y-9-3,SmCo35,NE Arc,2026-01-08,-0.2065
9,4,Y-9-4,N42EH,NE Arc,2025-07-17,-0.9991
9,4,Y-9-4,N42EH,NE Arc,2025-08-27,-0.7081
9,4,Y-9-4,N42EH,NE Arc,2025-10-23,-0.1872
9,4,Y-9-4,N42EH,NE Arc,2026-01-08,-0.219
