 2026-01-12	09:09:43	XA00788990X	R-722	+0.0064 mWC 
 2026-04-20	12:04:21	XA008845081	R-770	+0.0104 mWC 
 2026-06-02	12:18:13	XA029117394	R-857	+0.0044 mWC 
