 2024-11-11	15:51:20	XNoDosimeter	RNoRod	+1.5631 mWC 
 2025-03-12	09:28:18	XA01033981G	R-43	1337 nonunits
 2025-03-25	09:12:56	XA01471452H	R-124	1337 nonunits
 2025-04-08	08:49:05	XA00804421V	R-184	1337 nonunits
 2025-04-23	11:33:40	XA00647347A	R-219	1337 nonunits
 2025-05-07	11:44:44	XA02003507O	R-314	+1.5470 mWC 
 2025-05-21	12:40:46	XA01124934F	R-378	+1.5464 mWC 
 2025-06-11	12:28:07	XA025327872	R-413	1337 nonunits
 2025-06-17	10:03:43	XnoDosimeter	Rnorod	+1.5446 mWC 
 2025-07-02	10:40:25	XA02160368A	R-456	1337 nonunits
