 2026-06-01	10:45:32	XnoDosimeter	Rnorod	21.50 degC	52.50 %
 2026-06-02	09:05:23	XnoDosimeter	Rnorod	23.40 degC	48.40 %
 2026-06-03	07:27:23	XnoDosimeter	Rnorod	22.80 degC	41.70 %
 2026-06-03	08:32:49	XnoDosimeter	Rnorod	27.50 degC	32.20 %
 2026-06-03	09:25:18	XnoDosimeter	Rnorod	28.50 degC	35.90 %
