 2026-01-08	12:44:18	XA010035004	R-735	+3.1035 mWC 
 2026-04-20	15:26:44	XA02788041E	R-772	+3.0947 mWC 
 2026-06-02	14:06:18	XA01788267Y	R-859	+3.0971 mWC 
