 2026-01-12	11:01:35	XA01819758Z	R-736	+1.5465 mWC 
 2026-04-20	11:09:17	XA00698736U	R-768	+1.5424 mWC 
 2026-06-02	11:22:50	XA01068294C	R-805	+1.5458 mWC 
