 2024-11-20	10:19:18	XNoDosimeter	RNoRod	-13.715	2.696	6.457	24.651
 2025-03-12	10:13:30	XA00563217G	R-44	1337	1337	1337	1337
 2025-03-25	09:46:07	XA02137891A	R-117	1337	1337	1337	1337
 2025-04-08	09:37:58	XA00553485B	R-164	1337	1337	1337	1337
 2025-04-23	12:05:41	XA007641878	R-216	1337	1337	1337	1337
 2025-05-07	09:41:11	XA00595847T	R-283	1337	1337	1337	1337
 2025-06-17	11:31:20	XA01966073D	R-426	1337	1337	1337	1337
 2025-07-02	09:58:58	XA00856640F	R-484	1337	1337	1337	1337
 2025-07-30	12:39:01	XA00828100X	R-550	-95.461	-3.910	-3.017	31.527
 2025-08-27	08:01:46	XA00629780E	R-609	-95.494	-3.371	-2.348	30.525
 2025-09-10	11:54:55	XA009275576	R-678	1337	1337	1337	1337
 2025-10-21	11:16:42	XnoDosimeter	Rnorod	-95.753	-3.582	-2.535	27.563
