 2024-11-18	14:05:25	XNoDosimeter	Rnorod	0.630	-120.000	49.866	27.064
 2025-03-12	09:58:30	XA014222201	R-42	1337	1337	1337	1337
 2025-03-25	09:37:10	XA00632914E	R-5	1337	1337	1337	1337
 2025-04-08	09:20:37	XA00762050T	R-156	1337	1337	1337	1337
 2025-04-23	11:04:33	XA00742673D	R-243	1337	1337	1337	1337
 2025-07-02	11:20:59	XA01908030X	R-454	1337	1337	1337	1337
 2025-07-17	12:25:33	XA007795823	R-514	1.817	-160.808	51.794	32.140
 2025-08-27	13:35:00	XA01090452I	R-573	1.987	-156.290	56.364	32.000
 2025-09-10	12:08:07	XA006881590	R-627	1337	1337	1337	1337
 2025-10-23	09:35:29	XnoDosimeter	Rnorod	-1.114	-155.859	56.437	28.569
